LA	subnetwork	OD	with	preload									
20162	157	171	0.0790654603	0.05	0	3187.2324414294	1	0	0	0	0	1	1
20163	169	35	1.0589947655	0.05	3362.0384838474	3600	1	0	0	0	0	1	1
20164	157	42	12.9	0.05	0	3600	1	0	0	0	0	1	1
20165	157	46	1.7	0.05	0	3600	1	0	0	0	0	1	1
20166	157	51	0.3	0.05	0	3600	1	0	0	0	0	1	1
20167	157	52	0.1	0.05	0	3600	1	0	0	0	0	1	1
20168	157	53	0.3	0.05	0	3600	1	0	0	0	0	1	1
20169	157	54	0.3	0.05	0	3600	1	0	0	0	0	1	1
20170	157	56	15.3	0.05	0	3600	1	0	0	0	0	1	1
20171	157	61	0.6	0.05	0	3600	1	0	0	0	0	1	1
20172	157	63	0.2	0.05	0	3600	1	0	0	0	0	1	1
20173	157	65	0.4	0.05	0	3600	1	0	0	0	0	1	1
20174	157	68	0.4	0.05	0	3600	1	0	0	0	0	1	1
20175	157	69	1.5	0.05	0	3600	1	0	0	0	0	1	1
20176	157	70	0.4	0.05	0	3600	1	0	0	0	0	1	1
20177	157	75	0.3	0.05	0	3600	1	0	0	0	0	1	1
20178	157	77	0.6	0.05	0	3600	1	0	0	0	0	1	1
20179	157	78	0.6	0.05	0	3600	1	0	0	0	0	1	1
20180	157	79	21.4	0.05	0	3600	1	0	0	0	0	1	1
20181	157	80	12.9	0.05	0	3600	1	0	0	0	0	1	1
20182	157	82	1.61	0.05	0	3600	1	0	0	0	0	1	1
20183	157	85	0.9	0.05	0	3600	1	0	0	0	0	1	1
20184	157	86	1.75	0.05	0	3600	1	0	0	0	0	1	1
20185	157	88	2.1	0.05	0	3600	1	0	0	0	0	1	1
20186	157	178	0.14	0.05	0	3600	1	0	0	0	0	1	1
20187	157	92	0.3	0.05	0	3600	1	0	0	0	0	1	1
20188	157	93	0.3	0.05	0	3600	1	0	0	0	0	1	1
20189	157	94	1.7	0.05	0	3600	1	0	0	0	0	1	1
20190	157	95	1.7	0.05	0	3600	1	0	0	0	0	1	1
20191	157	96	1.1	0.05	0	3600	1	0	0	0	0	1	1
20192	157	97	0.1	0.05	0	3600	1	0	0	0	0	1	1
20193	157	98	1.2	0.05	0	3600	1	0	0	0	0	1	1
20194	157	100	0.8	0.05	0	3600	1	0	0	0	0	1	1
20195	157	101	0.5	0.05	0	3600	1	0	0	0	0	1	1
20196	157	102	0.5	0.05	0	3600	1	0	0	0	0	1	1
20197	157	103	0.5	0.05	0	3600	1	0	0	0	0	1	1
20198	157	104	0.5	0.05	0	3600	1	0	0	0	0	1	1
20199	157	105	0.8	0.05	0	3600	1	0	0	0	0	1	1
20200	157	106	3.4	0.05	0	3600	1	0	0	0	0	1	1
20201	157	107	0.9	0.05	0	3600	1	0	0	0	0	1	1
20202	157	186	130.82	0.05	0	3600	1	0	0	0	0	1	1
20203	157	108	0.9	0.05	0	3600	1	0	0	0	0	1	1
20204	157	109	2.5	0.05	0	3600	1	0	0	0	0	1	1
20205	157	110	4.5	0.05	0	3600	1	0	0	0	0	1	1
20206	157	111	0.4	0.05	0	3600	1	0	0	0	0	1	1
20207	157	112	0.4	0.05	0	3600	1	0	0	0	0	1	1
20208	157	179	0.42	0.05	0	3600	1	0	0	0	0	1	1
20209	157	113	0.9	0.05	0	3600	1	0	0	0	0	1	1
20210	157	114	0.4	0.05	0	3600	1	0	0	0	0	1	1
20211	157	182	1.61	0.05	0	3600	1	0	0	0	0	1	1
20212	157	115	3.4	0.05	0	3600	1	0	0	0	0	1	1
20213	157	116	0.4	0.05	0	3600	1	0	0	0	0	1	1
20214	157	117	3.6	0.05	0	3600	1	0	0	0	0	1	1
20215	157	118	0.1	0.05	0	3600	1	0	0	0	0	1	1
20216	157	119	0.5	0.05	0	3600	1	0	0	0	0	1	1
20217	157	120	3.1	0.05	0	3600	1	0	0	0	0	1	1
20218	157	121	0.8	0.05	0	3600	1	0	0	0	0	1	1
20219	157	122	13.4	0.05	0	3600	1	0	0	0	0	1	1
20220	157	123	3.1	0.05	0	3600	1	0	0	0	0	1	1
20221	157	180	0.4	0.05	0	3600	1	0	0	0	0	1	1
20222	157	124	0.3	0.05	0	3600	1	0	0	0	0	1	1
20223	157	125	0.4	0.05	0	3600	1	0	0	0	0	1	1
20224	157	126	8.6	0.05	0	3600	1	0	0	0	0	1	1
20225	157	127	2.9	0.05	0	3600	1	0	0	0	0	1	1
20226	157	128	1.1	0.05	0	3600	1	0	0	0	0	1	1
20227	157	129	0.5	0.05	0	3600	1	0	0	0	0	1	1
20228	157	130	0.3	0.05	0	3600	1	0	0	0	0	1	1
20229	157	131	0.4	0.05	0	3600	1	0	0	0	0	1	1
20230	157	132	0.9	0.05	0	3600	1	0	0	0	0	1	1
20231	157	133	1.1	0.05	0	3600	1	0	0	0	0	1	1
20232	157	134	0.3	0.05	0	3600	1	0	0	0	0	1	1
20233	157	135	0.4	0.05	0	3600	1	0	0	0	0	1	1
20234	157	136	1.1	0.05	0	3600	1	0	0	0	0	1	1
20235	157	137	0.4	0.05	0	3600	1	0	0	0	0	1	1
20236	157	138	3.8	0.05	0	3600	1	0	0	0	0	1	1
20237	157	139	0.8	0.05	0	3600	1	0	0	0	0	1	1
20238	157	140	0.5	0.05	0	3600	1	0	0	0	0	1	1
20239	157	141	1.1	0.05	0	3600	1	0	0	0	0	1	1
20240	157	142	1.1	0.05	0	3600	1	0	0	0	0	1	1
20241	157	181	1.1	0.05	0	3600	1	0	0	0	0	1	1
20242	157	143	0.4	0.05	0	3600	1	0	0	0	0	1	1
20243	157	144	0.4	0.05	0	3600	1	0	0	0	0	1	1
20244	157	145	1.1	0.05	0	3600	1	0	0	0	0	1	1
20245	157	146	0.9	0.05	0	3600	1	0	0	0	0	1	1
20246	157	147	2.2	0.05	0	3600	1	0	0	0	0	1	1
20247	157	148	4.9	0.05	0	3600	1	0	0	0	0	1	1
20248	157	149	13.4	0.05	0	3600	1	0	0	0	0	1	1
20249	157	150	0.5	0.05	0	3600	1	0	0	0	0	1	1
20250	157	151	0.4	0.05	0	3600	1	0	0	0	0	1	1
20251	157	152	1	0.05	0	3600	1	0	0	0	0	1	1
20252	157	153	2.2	0.05	0	3600	1	0	0	0	0	1	1
20253	157	154	0.4	0.05	0	3600	1	0	0	0	0	1	1
20254	157	155	0.5	0.05	0	3600	1	0	0	0	0	1	1
20255	157	156	1.6	0.05	0	3600	1	0	0	0	0	1	1
20256	157	158	0.4	0.05	0	3600	1	0	0	0	0	1	1
20257	157	159	0.4	0.05	0	3600	1	0	0	0	0	1	1
20258	157	185	29.09	0.05	0	3600	1	0	0	0	0	1	1
20259	157	160	11.1	0.05	0	3600	1	0	0	0	0	1	1
20260	157	184	7.77	0.05	0	3600	1	0	0	0	0	1	1
20261	158	182	22.53	0.05	0	3600	1	0	0	0	0	1	1
20262	158	171	18.2	0.05	0	3600	1	0	0	0	0	1	1
20263	158	182	1.1737493935	0.05	0	1226.8376946037	1	0	0	0	0	1	1
20264	161	2	8.7303323837	0.05	3435.0578263556	3600	1	0	0	0	0	1	1
20265	158	3	0.21	0.05	0	3600	1	0	0	0	0	1	1
20266	158	4	0.21	0.05	0	3600	1	0	0	0	0	1	1
20267	158	5	0.21	0.05	0	3600	1	0	0	0	0	1	1
20268	158	182	0.2978930801	0.05	0	1208.4872864483	1	0	0	0	0	1	1
20269	163	6	0.9222698165	0.05	3209.6586990556	3600	1	0	0	0	0	1	1
20270	158	7	0.21	0.05	0	3600	1	0	0	0	0	1	1
20271	158	8	0.21	0.05	0	3600	1	0	0	0	0	1	1
20272	158	182	0.2980079903	0.05	0	1208.021300396	1	0	0	0	0	1	1
20273	163	9	0.9193548849	0.05	3208.421072311	3600	1	0	0	0	0	1	1
20274	158	10	0.21	0.05	0	3600	1	0	0	0	0	1	1
20275	158	12	0.5	0.05	0	3600	1	0	0	0	0	1	1
20276	158	13	0.28	0.05	0	3600	1	0	0	0	0	1	1
20277	158	14	0.8	0.05	0	3600	1	0	0	0	0	1	1
20278	158	15	0.28	0.05	0	3600	1	0	0	0	0	1	1
20279	158	182	1.3673413484	0.05	0	1316.423292604	1	0	0	0	0	1	1
20280	167	16	2.8810101445	0.05	2975.219138522	3600	1	0	0	0	0	1	1
20281	158	17	0.8	0.05	0	3600	1	0	0	0	0	1	1
20282	158	18	0.21	0.05	0	3600	1	0	0	0	0	1	1
20283	158	19	0.5	0.05	0	3600	1	0	0	0	0	1	1
20284	158	20	0.5	0.05	0	3600	1	0	0	0	0	1	1
20285	158	21	0.28	0.05	0	3600	1	0	0	0	0	1	1
20286	158	171	0.082391209	0.05	0	3058.5787360997	1	0	0	0	0	1	1
20287	169	25	0.6881127444	0.05	3233.7809435113	3600	1	0	0	0	0	1	1
20288	158	29	0.8	0.05	0	3600	1	0	0	0	0	1	1
20289	158	31	0.8	0.05	0	3600	1	0	0	0	0	1	1
20290	158	41	0.07	0.05	0	3600	1	0	0	0	0	1	1
20291	158	190	26.2208099907	0.05	0	151.0250828029	1	0	0	0	0	1	1
20292	195	42	2.1680562355	0.05	1773.4791122047	3600	1	0	0	0	0	1	1
20293	158	44	0.2	0.05	0	3600	1	0	0	0	0	1	1
20294	158	48	0.07	0.05	0	3600	1	0	0	0	0	1	1
20295	158	50	0.07	0.05	0	3600	1	0	0	0	0	1	1
20296	158	190	29.9125209554	0.05	0	156.4562213591	1	0	0	0	0	1	1
20297	195	56	2.6549526057	0.05	1837.2566689266	3600	1	0	0	0	0	1	1
20298	158	61	0.1	0.05	0	3600	1	0	0	0	0	1	1
20299	158	63	0.07	0.05	0	3600	1	0	0	0	0	1	1
20300	158	65	0.1	0.05	0	3600	1	0	0	0	0	1	1
20301	158	66	0.1	0.05	0	3600	1	0	0	0	0	1	1
20302	158	67	0.1	0.05	0	3600	1	0	0	0	0	1	1
20303	158	68	0.1	0.05	0	3600	1	0	0	0	0	1	1
20304	158	69	0.2	0.05	0	3600	1	0	0	0	0	1	1
20305	158	70	0.1	0.05	0	3600	1	0	0	0	0	1	1
20306	158	72	0.1	0.05	0	3600	1	0	0	0	0	1	1
20307	158	75	0.14	0.05	0	3600	1	0	0	0	0	1	1
20308	158	76	0.1	0.05	0	3600	1	0	0	0	0	1	1
20309	158	77	0.1	0.05	0	3600	1	0	0	0	0	1	1
20310	158	78	0.1	0.05	0	3600	1	0	0	0	0	1	1
20311	158	190	40.1123358055	0.05	0	170.5211093455	1	0	0	0	0	1	1
20312	195	79	4.2814753649	0.05	2002.4198629897	3600	1	0	0	0	0	1	1
20313	158	190	21.9976598973	0.05	0	180.0191483317	1	0	0	0	0	1	1
20314	195	80	2.6647910922	0.05	2113.9548043132	3600	1	0	0	0	0	1	1
20315	158	81	0.1	0.05	0	3600	1	0	0	0	0	1	1
20316	158	82	0.14	0.05	0	3600	1	0	0	0	0	1	1
20317	158	84	0.1	0.05	0	3600	1	0	0	0	0	1	1
20318	158	85	0.2	0.05	0	3600	1	0	0	0	0	1	1
20319	158	86	0.21	0.05	0	3600	1	0	0	0	0	1	1
20320	158	87	0.1	0.05	0	3600	1	0	0	0	0	1	1
20321	158	91	0.2	0.05	0	3600	1	0	0	0	0	1	1
20322	158	92	0.1	0.05	0	3600	1	0	0	0	0	1	1
20323	158	93	0.1	0.05	0	3600	1	0	0	0	0	1	1
20324	158	94	0.2	0.05	0	3600	1	0	0	0	0	1	1
20325	158	95	0.2	0.05	0	3600	1	0	0	0	0	1	1
20326	158	96	0.2	0.05	0	3600	1	0	0	0	0	1	1
20327	158	179	0.44	0.05	0	3600	1	0	0	0	0	1	1
20328	158	101	0.1	0.05	0	3600	1	0	0	0	0	1	1
20329	158	102	0.1	0.05	0	3600	1	0	0	0	0	1	1
20330	158	103	0.1	0.05	0	3600	1	0	0	0	0	1	1
20331	158	104	0.1	0.05	0	3600	1	0	0	0	0	1	1
20332	158	105	0.07	0.05	0	3600	1	0	0	0	0	1	1
20333	158	106	0.6	0.05	0	3600	1	0	0	0	0	1	1
20334	158	107	0.2	0.05	0	3600	1	0	0	0	0	1	1
20335	158	190	78.13	0.05	0	3600	1	0	0	0	0	1	1
20336	158	108	0.2	0.05	0	3600	1	0	0	0	0	1	1
20337	158	109	0.2	0.05	0	3600	1	0	0	0	0	1	1
20338	158	110	0.5	0.05	0	3600	1	0	0	0	0	1	1
20339	158	111	0.1	0.05	0	3600	1	0	0	0	0	1	1
20340	158	112	0.2	0.05	0	3600	1	0	0	0	0	1	1
20341	158	113	0.2	0.05	0	3600	1	0	0	0	0	1	1
20342	158	114	0.1	0.05	0	3600	1	0	0	0	0	1	1
20343	158	115	0.21	0.05	0	3600	1	0	0	0	0	1	1
20344	158	116	0.1	0.05	0	3600	1	0	0	0	0	1	1
20345	158	117	0.3	0.05	0	3600	1	0	0	0	0	1	1
20346	158	119	0.2	0.05	0	3600	1	0	0	0	0	1	1
20347	158	120	0.5	0.05	0	3600	1	0	0	0	0	1	1
20348	158	121	0.07	0.05	0	3600	1	0	0	0	0	1	1
20349	158	122	0.8	0.05	0	3600	1	0	0	0	0	1	1
20350	158	123	0.5	0.05	0	3600	1	0	0	0	0	1	1
20351	158	180	0.3	0.05	0	3600	1	0	0	0	0	1	1
20352	158	124	0.1	0.05	0	3600	1	0	0	0	0	1	1
20353	158	125	0.1	0.05	0	3600	1	0	0	0	0	1	1
20354	158	126	0.5	0.05	0	3600	1	0	0	0	0	1	1
20355	158	127	1.2	0.05	0	3600	1	0	0	0	0	1	1
20356	158	128	0.3	0.05	0	3600	1	0	0	0	0	1	1
20357	158	130	0.1	0.05	0	3600	1	0	0	0	0	1	1
20358	158	131	0.3	0.05	0	3600	1	0	0	0	0	1	1
20359	158	132	0.6	0.05	0	3600	1	0	0	0	0	1	1
20360	158	133	0.3	0.05	0	3600	1	0	0	0	0	1	1
20361	158	134	0.1	0.05	0	3600	1	0	0	0	0	1	1
20362	158	135	0.3	0.05	0	3600	1	0	0	0	0	1	1
20363	158	136	0.3	0.05	0	3600	1	0	0	0	0	1	1
20364	158	137	0.3	0.05	0	3600	1	0	0	0	0	1	1
20365	158	190	1.4533385324	0.05	0	247.7055358945	1	0	0	0	0	1	1
20366	195	138	0.5208275109	0.05	2908.7922730002	3600	1	0	0	0	0	1	1
20367	158	139	0.3	0.05	0	3600	1	0	0	0	0	1	1
20368	158	141	0.3	0.05	0	3600	1	0	0	0	0	1	1
20369	158	142	0.3	0.05	0	3600	1	0	0	0	0	1	1
20370	158	181	0.5	0.05	0	3600	1	0	0	0	0	1	1
20371	158	143	0.3	0.05	0	3600	1	0	0	0	0	1	1
20372	158	144	0.3	0.05	0	3600	1	0	0	0	0	1	1
20373	158	145	0.5	0.05	0	3600	1	0	0	0	0	1	1
20374	158	146	0.6	0.05	0	3600	1	0	0	0	0	1	1
20375	158	190	1.5298091206	0.05	0	235.3234760782	1	0	0	0	0	1	1
20376	195	147	0.4303082532	0.05	2763.3904361483	3600	1	0	0	0	0	1	1
20377	158	148	0.3	0.05	0	3600	1	0	0	0	0	1	1
20378	158	149	0.8	0.05	0	3600	1	0	0	0	0	1	1
20379	158	150	0.3	0.05	0	3600	1	0	0	0	0	1	1
20380	158	151	0.3	0.05	0	3600	1	0	0	0	0	1	1
20381	158	152	0.6	0.05	0	3600	1	0	0	0	0	1	1
20382	158	153	0.1	0.05	0	3600	1	0	0	0	0	1	1
20383	158	154	0.3	0.05	0	3600	1	0	0	0	0	1	1
20384	158	155	0.3	0.05	0	3600	1	0	0	0	0	1	1
20385	158	156	1.1	0.05	0	3600	1	0	0	0	0	1	1
20386	158	157	0.4	0.05	0	3600	1	0	0	0	0	1	1
20387	158	160	0.8	0.05	0	3600	1	0	0	0	0	1	1
20388	159	182	22.53	0.05	0	3600	1	0	0	0	0	1	1
20389	159	171	18.2	0.05	0	3600	1	0	0	0	0	1	1
20390	159	182	1.1541639703	0.05	0	1247.6563443457	1	0	0	0	0	1	1
20391	161	2	8.8075973409	0.05	3436.5047873717	3600	1	0	0	0	0	1	1
20392	159	3	0.21	0.05	0	3600	1	0	0	0	0	1	1
20393	159	4	0.21	0.05	0	3600	1	0	0	0	0	1	1
20394	159	5	0.21	0.05	0	3600	1	0	0	0	0	1	1
20395	159	182	0.2928839392	0.05	0	1229.1558252937	1	0	0	0	0	1	1
20396	163	6	0.9303099778	0.05	3213.0322058306	3600	1	0	0	0	0	1	1
20397	159	7	0.21	0.05	0	3600	1	0	0	0	0	1	1
20398	159	8	0.21	0.05	0	3600	1	0	0	0	0	1	1
20399	159	182	0.2929959408	0.05	0	1228.6859641414	1	0	0	0	0	1	1
20400	163	9	0.927366544	0.05	3211.8039815618	3600	1	0	0	0	0	1	1
20401	159	10	0.21	0.05	0	3600	1	0	0	0	0	1	1
20402	159	12	0.5	0.05	0	3600	1	0	0	0	0	1	1
20403	159	13	0.28	0.05	0	3600	1	0	0	0	0	1	1
20404	159	14	0.8	0.05	0	3600	1	0	0	0	0	1	1
20405	159	15	0.28	0.05	0	3600	1	0	0	0	0	1	1
20406	159	182	1.345386892	0.05	0	1337.9051117171	1	0	0	0	0	1	1
20407	167	16	2.9083694472	0.05	2981.0965103695	3600	1	0	0	0	0	1	1
20408	159	17	0.8	0.05	0	3600	1	0	0	0	0	1	1
20409	159	18	0.21	0.05	0	3600	1	0	0	0	0	1	1
20410	159	19	0.5	0.05	0	3600	1	0	0	0	0	1	1
20411	159	20	0.5	0.05	0	3600	1	0	0	0	0	1	1
20412	159	21	0.28	0.05	0	3600	1	0	0	0	0	1	1
20413	159	171	0.0822284168	0.05	0	3064.6339782685	1	0	0	0	0	1	1
20414	169	25	0.695895624	0.05	3237.876728479	3600	1	0	0	0	0	1	1
20415	159	29	0.8	0.05	0	3600	1	0	0	0	0	1	1
20416	159	31	0.8	0.05	0	3600	1	0	0	0	0	1	1
20417	159	41	0.07	0.05	0	3600	1	0	0	0	0	1	1
20418	159	190	21.9001836148	0.05	0	180.8204017671	1	0	0	0	0	1	1
20419	195	42	2.1869490503	0.05	1789.2582273775	3600	1	0	0	0	0	1	1
20420	159	44	0.2	0.05	0	3600	1	0	0	0	0	1	1
20421	159	48	0.07	0.05	0	3600	1	0	0	0	0	1	1
20422	159	50	0.07	0.05	0	3600	1	0	0	0	0	1	1
20423	159	190	24.9913415521	0.05	0	187.2648569205	1	0	0	0	0	1	1
20424	195	56	2.6789203219	0.05	1853.0275492656	3600	1	0	0	0	0	1	1
20425	159	61	0.1	0.05	0	3600	1	0	0	0	0	1	1
20426	159	63	0.07	0.05	0	3600	1	0	0	0	0	1	1
20427	159	65	0.1	0.05	0	3600	1	0	0	0	0	1	1
20428	159	66	0.1	0.05	0	3600	1	0	0	0	0	1	1
20429	159	67	0.1	0.05	0	3600	1	0	0	0	0	1	1
20430	159	68	0.1	0.05	0	3600	1	0	0	0	0	1	1
20431	159	69	0.2	0.05	0	3600	1	0	0	0	0	1	1
20432	159	70	0.1	0.05	0	3600	1	0	0	0	0	1	1
20433	159	72	0.1	0.05	0	3600	1	0	0	0	0	1	1
20434	159	75	0.14	0.05	0	3600	1	0	0	0	0	1	1
20435	159	76	0.1	0.05	0	3600	1	0	0	0	0	1	1
20436	159	77	0.1	0.05	0	3600	1	0	0	0	0	1	1
20437	159	78	0.1	0.05	0	3600	1	0	0	0	0	1	1
20438	159	190	33.5400466944	0.05	0	203.9353153657	1	0	0	0	0	1	1
20439	195	79	4.3236012114	0.05	2017.9854557616	3600	1	0	0	0	0	1	1
20440	159	190	18.4033896258	0.05	0	215.177751519	1	0	0	0	0	1	1
20441	195	80	2.692470635	0.05	2129.2318703612	3600	1	0	0	0	0	1	1
20442	159	81	0.1	0.05	0	3600	1	0	0	0	0	1	1
20443	159	82	0.14	0.05	0	3600	1	0	0	0	0	1	1
20444	159	84	0.1	0.05	0	3600	1	0	0	0	0	1	1
20445	159	85	0.2	0.05	0	3600	1	0	0	0	0	1	1
20446	159	86	0.21	0.05	0	3600	1	0	0	0	0	1	1
20447	159	87	0.1	0.05	0	3600	1	0	0	0	0	1	1
20448	159	91	0.2	0.05	0	3600	1	0	0	0	0	1	1
20449	159	92	0.1	0.05	0	3600	1	0	0	0	0	1	1
20450	159	93	0.1	0.05	0	3600	1	0	0	0	0	1	1
20451	159	94	0.2	0.05	0	3600	1	0	0	0	0	1	1
20452	159	95	0.2	0.05	0	3600	1	0	0	0	0	1	1
20453	159	96	0.2	0.05	0	3600	1	0	0	0	0	1	1
20454	159	179	0.44	0.05	0	3600	1	0	0	0	0	1	1
20455	159	101	0.1	0.05	0	3600	1	0	0	0	0	1	1
20456	159	102	0.1	0.05	0	3600	1	0	0	0	0	1	1
20457	159	103	0.1	0.05	0	3600	1	0	0	0	0	1	1
20458	159	104	0.1	0.05	0	3600	1	0	0	0	0	1	1
20459	159	105	0.07	0.05	0	3600	1	0	0	0	0	1	1
20460	159	106	0.6	0.05	0	3600	1	0	0	0	0	1	1
20461	159	107	0.2	0.05	0	3600	1	0	0	0	0	1	1
20462	159	190	78.13	0.05	0	3600	1	0	0	0	0	1	1
20463	159	108	0.2	0.05	0	3600	1	0	0	0	0	1	1
20464	159	109	0.2	0.05	0	3600	1	0	0	0	0	1	1
20465	159	110	0.5	0.05	0	3600	1	0	0	0	0	1	1
20466	159	111	0.1	0.05	0	3600	1	0	0	0	0	1	1
20467	159	112	0.2	0.05	0	3600	1	0	0	0	0	1	1
20468	159	113	0.2	0.05	0	3600	1	0	0	0	0	1	1
20469	159	114	0.1	0.05	0	3600	1	0	0	0	0	1	1
20470	159	115	0.21	0.05	0	3600	1	0	0	0	0	1	1
20471	159	116	0.1	0.05	0	3600	1	0	0	0	0	1	1
20472	159	117	0.3	0.05	0	3600	1	0	0	0	0	1	1
20473	159	119	0.2	0.05	0	3600	1	0	0	0	0	1	1
20474	159	120	0.5	0.05	0	3600	1	0	0	0	0	1	1
20475	159	121	0.07	0.05	0	3600	1	0	0	0	0	1	1
20476	159	122	0.8	0.05	0	3600	1	0	0	0	0	1	1
20477	159	123	0.5	0.05	0	3600	1	0	0	0	0	1	1
20478	159	180	0.3	0.05	0	3600	1	0	0	0	0	1	1
20479	159	124	0.1	0.05	0	3600	1	0	0	0	0	1	1
20480	159	125	0.1	0.05	0	3600	1	0	0	0	0	1	1
20481	159	126	0.5	0.05	0	3600	1	0	0	0	0	1	1
20482	159	127	1.2	0.05	0	3600	1	0	0	0	0	1	1
20483	159	128	0.3	0.05	0	3600	1	0	0	0	0	1	1
20484	159	130	0.1	0.05	0	3600	1	0	0	0	0	1	1
20485	159	131	0.3	0.05	0	3600	1	0	0	0	0	1	1
20486	159	132	0.6	0.05	0	3600	1	0	0	0	0	1	1
20487	159	133	0.3	0.05	0	3600	1	0	0	0	0	1	1
20488	159	134	0.1	0.05	0	3600	1	0	0	0	0	1	1
20489	159	135	0.3	0.05	0	3600	1	0	0	0	0	1	1
20490	159	136	0.3	0.05	0	3600	1	0	0	0	0	1	1
20491	159	137	0.3	0.05	0	3600	1	0	0	0	0	1	1
20492	159	190	1.2205725443	0.05	0	294.9435506117	1	0	0	0	0	1	1
20493	195	138	0.5282715162	0.05	2918.5322529245	3600	1	0	0	0	0	1	1
20494	159	139	0.3	0.05	0	3600	1	0	0	0	0	1	1
20495	159	141	0.3	0.05	0	3600	1	0	0	0	0	1	1
20496	159	142	0.3	0.05	0	3600	1	0	0	0	0	1	1
20497	159	181	0.5	0.05	0	3600	1	0	0	0	0	1	1
20498	159	143	0.3	0.05	0	3600	1	0	0	0	0	1	1
20499	159	144	0.3	0.05	0	3600	1	0	0	0	0	1	1
20500	159	145	0.5	0.05	0	3600	1	0	0	0	0	1	1
20501	159	146	0.6	0.05	0	3600	1	0	0	0	0	1	1
20502	159	190	1.283890657	0.05	0	280.3977099228	1	0	0	0	0	1	1
20503	195	147	0.436151066	0.05	2774.5979132563	3600	1	0	0	0	0	1	1
20504	159	148	0.3	0.05	0	3600	1	0	0	0	0	1	1
20505	159	149	0.8	0.05	0	3600	1	0	0	0	0	1	1
20506	159	150	0.3	0.05	0	3600	1	0	0	0	0	1	1
20507	159	151	0.3	0.05	0	3600	1	0	0	0	0	1	1
20508	159	152	0.6	0.05	0	3600	1	0	0	0	0	1	1
20509	159	153	0.1	0.05	0	3600	1	0	0	0	0	1	1
20510	159	154	0.3	0.05	0	3600	1	0	0	0	0	1	1
20511	159	155	0.3	0.05	0	3600	1	0	0	0	0	1	1
20512	159	156	1.1	0.05	0	3600	1	0	0	0	0	1	1
20513	159	157	0.4	0.05	0	3600	1	0	0	0	0	1	1
20514	159	160	0.8	0.05	0	3600	1	0	0	0	0	1	1
20515	184	171	80.89	0.05	0	3600	1	0	0	0	0	1	1
20516	184	171	0.9124967199	0.05	278.9146066956	2488.2376168782	1	0	0	0	0	1	1
20517	161	2	13.2232243806	0.05	3447.5409671665	3600	1	0	0	0	0	1	1
20518	184	3	0.14	0.05	0	3600	1	0	0	0	0	1	1
20519	184	4	0.14	0.05	0	3600	1	0	0	0	0	1	1
20520	184	171	0.1156629981	0.05	275.0541096219	2453.7975631561	1	0	0	0	0	1	1
20521	163	6	0.6976581692	0.05	3238.7915871462	3600	1	0	0	0	0	1	1
20522	184	171	0.1157042844	0.05	274.9559631212	2452.9219840029	1	0	0	0	0	1	1
20523	163	9	0.6954331323	0.05	3237.6359015926	3600	1	0	0	0	0	1	1
20524	184	171	0.7482115374	0.05	297.6365234101	2655.2585484137	1	0	0	0	0	1	1
20525	167	16	3.0714461031	0.05	3025.6776968335	3600	1	0	0	0	0	1	1
20526	184	42	38.6	0.05	0	3600	1	0	0	0	0	1	1
20527	184	56	45.9	0.05	0	3600	1	0	0	0	0	1	1
20528	184	174	1.75	0.05	0	3600	1	0	0	0	0	1	1
20529	184	75	0.3	0.05	0	3600	1	0	0	0	0	1	1
20530	185	77	2.3	0.05	0	3600	1	0	0	0	0	1	1
20531	185	78	2.3	0.05	0	3600	1	0	0	0	0	1	1
20532	184	79	68	0.05	0	3600	1	0	0	0	0	1	1
20533	184	80	38.6	0.05	0	3600	1	0	0	0	0	1	1
20534	184	82	0.3	0.05	0	3600	1	0	0	0	0	1	1
20535	184	86	0.3	0.05	0	3600	1	0	0	0	0	1	1
20536	185	88	7.4	0.05	0	3600	1	0	0	0	0	1	1
20537	185	94	5.5	0.05	0	3600	1	0	0	0	0	1	1
20538	184	95	6.7	0.05	0	3600	1	0	0	0	0	1	1
20539	184	96	4	0.05	0	3600	1	0	0	0	0	1	1
20540	184	97	0.5	0.05	0	3600	1	0	0	0	0	1	1
20541	184	98	4.2	0.05	0	3600	1	0	0	0	0	1	1
20542	184	100	2.8	0.05	0	3600	1	0	0	0	0	1	1
20543	184	105	3.82	0.05	0	3600	1	0	0	0	0	1	1
20544	185	106	0.35	0.05	0	3600	1	0	0	0	0	1	1
20545	185	109	11.14	0.05	0	3600	1	0	0	0	0	1	1
20546	185	110	18.25	0.05	0	3600	1	0	0	0	0	1	1
20547	186	113	5.3	0.05	0	3600	1	0	0	0	0	1	1
20548	184	115	18.53	0.05	0	3600	1	0	0	0	0	1	1
20549	186	116	1.9	0.05	0	3600	1	0	0	0	0	1	1
20550	185	117	12.34	0.05	0	3600	1	0	0	0	0	1	1
20551	186	119	0.28	0.05	0	3600	1	0	0	0	0	1	1
20552	186	120	18.82	0.05	0	3600	1	0	0	0	0	1	1
20553	184	121	4.16	0.05	0	3600	1	0	0	0	0	1	1
20554	185	122	19.21	0.05	0	3600	1	0	0	0	0	1	1
20555	186	123	18.82	0.05	0	3600	1	0	0	0	0	1	1
20556	186	180	0.14	0.05	0	3600	1	0	0	0	0	1	1
20557	186	124	1.84	0.05	0	3600	1	0	0	0	0	1	1
20558	186	125	2.04	0.05	0	3600	1	0	0	0	0	1	1
20559	185	126	34.79	0.05	0	3600	1	0	0	0	0	1	1
