LA	subnetwork	OD	with	preload									
16824	128	115	1	0.05	0	3600	1	0	0	0	0	1	1
16825	128	116	0.6	0.05	0	3600	1	0	0	0	0	1	1
16826	128	117	0.9	0.05	0	3600	1	0	0	0	0	1	1
16827	128	118	0.1	0.05	0	3600	1	0	0	0	0	1	1
16828	128	119	0.4	0.05	0	3600	1	0	0	0	0	1	1
16829	128	120	3.3	0.05	0	3600	1	0	0	0	0	1	1
16830	128	121	0.2	0.05	0	3600	1	0	0	0	0	1	1
16831	128	122	3.3	0.05	0	3600	1	0	0	0	0	1	1
16832	128	123	3.3	0.05	0	3600	1	0	0	0	0	1	1
16833	128	180	9.59	0.05	0	3600	1	0	0	0	0	1	1
16834	128	124	0.5	0.05	0	3600	1	0	0	0	0	1	1
16835	128	125	0.6	0.05	0	3600	1	0	0	0	0	1	1
16836	128	126	1.6	0.05	0	3600	1	0	0	0	0	1	1
16837	128	127	2.7	0.05	0	3600	1	0	0	0	0	1	1
16838	128	130	0.5	0.05	0	3600	1	0	0	0	0	1	1
16839	128	131	0.7	0.05	0	3600	1	0	0	0	0	1	1
16840	128	132	1.6	0.05	0	3600	1	0	0	0	0	1	1
16841	128	134	0.5	0.05	0	3600	1	0	0	0	0	1	1
16842	128	135	0.7	0.05	0	3600	1	0	0	0	0	1	1
16843	128	137	0.5	0.05	0	3600	1	0	0	0	0	1	1
16844	128	138	0.7	0.05	0	3600	1	0	0	0	0	1	1
16845	128	139	0.7	0.05	0	3600	1	0	0	0	0	1	1
16846	128	140	0.1	0.05	0	3600	1	0	0	0	0	1	1
16847	128	143	0.7	0.05	0	3600	1	0	0	0	0	1	1
16848	128	144	0.5	0.05	0	3600	1	0	0	0	0	1	1
16849	128	145	1.1	0.05	0	3600	1	0	0	0	0	1	1
16850	128	146	1.6	0.05	0	3600	1	0	0	0	0	1	1
16851	128	147	0.4	0.05	0	3600	1	0	0	0	0	1	1
16852	128	148	1.6	0.05	0	3600	1	0	0	0	0	1	1
16853	128	149	3.3	0.05	0	3600	1	0	0	0	0	1	1
16854	128	150	0.3	0.05	0	3600	1	0	0	0	0	1	1
16855	128	151	0.5	0.05	0	3600	1	0	0	0	0	1	1
16856	128	152	1.5	0.05	0	3600	1	0	0	0	0	1	1
16857	128	182	1.95	0.05	0	3600	1	0	0	0	0	1	1
16858	128	153	0.4	0.05	0	3600	1	0	0	0	0	1	1
16859	128	154	0.5	0.05	0	3600	1	0	0	0	0	1	1
16860	128	155	0.3	0.05	0	3600	1	0	0	0	0	1	1
16861	128	156	1	0.05	0	3600	1	0	0	0	0	1	1
16862	128	157	1.1	0.05	0	3600	1	0	0	0	0	1	1
16863	128	158	0.3	0.05	0	3600	1	0	0	0	0	1	1
16864	128	159	0.3	0.05	0	3600	1	0	0	0	0	1	1
16865	128	185	0.9	0.05	0	3600	1	0	0	0	0	1	1
16866	128	160	2.7	0.05	0	3600	1	0	0	0	0	1	1
16867	128	192	2.85	0.05	0	3600	1	0	0	0	0	1	1
16868	128	194	0.87	0.05	0	3600	1	0	0	0	0	1	1
16869	128	184	0.6	0.05	0	3600	1	0	0	0	0	1	1
16870	128	188	2	0.05	0	3600	1	0	0	0	0	1	1
16871	128	191	1.2	0.05	0	3600	1	0	0	0	0	1	1
16872	128	186	4.64	0.05	0	3600	1	0	0	0	0	1	1
16873	128	187	2.8	0.05	0	3600	1	0	0	0	0	1	1
16874	129	171	13.15	0.05	0	3600	1	0	0	0	0	1	1
16875	129	171	0.1083318675	0.05	0	2326.1853204254	1	0	0	0	0	1	1
16876	161	2	1.4426238453	0.05	3425.3182901262	3600	1	0	0	0	0	1	1
16877	129	42	12	0.05	0	3600	1	0	0	0	0	1	1
16878	129	56	13.1	0.05	0	3600	1	0	0	0	0	1	1
16879	129	174	0.14	0.05	0	3600	1	0	0	0	0	1	1
16880	129	79	18.7	0.05	0	3600	1	0	0	0	0	1	1
16881	129	80	12	0.05	0	3600	1	0	0	0	0	1	1
16882	129	88	1	0.05	0	3600	1	0	0	0	0	1	1
16883	129	94	0.7	0.05	0	3600	1	0	0	0	0	1	1
16884	129	95	1.4	0.05	0	3600	1	0	0	0	0	1	1
16885	129	96	0.7	0.05	0	3600	1	0	0	0	0	1	1
16886	129	97	0.1	0.05	0	3600	1	0	0	0	0	1	1
16887	129	98	1	0.05	0	3600	1	0	0	0	0	1	1
16888	129	100	0.7	0.05	0	3600	1	0	0	0	0	1	1
16889	129	105	0.4	0.05	0	3600	1	0	0	0	0	1	1
16890	129	183	151.71	0.05	0	3600	1	0	0	0	0	1	1
16891	129	109	0.7	0.05	0	3600	1	0	0	0	0	1	1
16892	129	110	0.9	0.05	0	3600	1	0	0	0	0	1	1
16893	129	115	5	0.05	0	3600	1	0	0	0	0	1	1
16894	129	117	0.4	0.05	0	3600	1	0	0	0	0	1	1
16895	129	121	1.3	0.05	0	3600	1	0	0	0	0	1	1
16896	129	122	0.2	0.05	0	3600	1	0	0	0	0	1	1
16897	129	124	0.1	0.05	0	3600	1	0	0	0	0	1	1
16898	129	125	0.1	0.05	0	3600	1	0	0	0	0	1	1
16899	129	126	0.7	0.05	0	3600	1	0	0	0	0	1	1
16900	129	128	0.1	0.05	0	3600	1	0	0	0	0	1	1
16901	129	131	0.1	0.05	0	3600	1	0	0	0	0	1	1
16902	129	132	0.1	0.05	0	3600	1	0	0	0	0	1	1
16903	129	133	0.1	0.05	0	3600	1	0	0	0	0	1	1
16904	129	134	0.1	0.05	0	3600	1	0	0	0	0	1	1
16905	129	135	0.1	0.05	0	3600	1	0	0	0	0	1	1
16906	129	136	0.1	0.05	0	3600	1	0	0	0	0	1	1
16907	129	138	2.1	0.05	0	3600	1	0	0	0	0	1	1
16908	129	141	0.1	0.05	0	3600	1	0	0	0	0	1	1
16909	129	142	0.1	0.05	0	3600	1	0	0	0	0	1	1
16910	129	146	0.07	0.05	0	3600	1	0	0	0	0	1	1
16911	129	147	0.9	0.05	0	3600	1	0	0	0	0	1	1
16912	129	148	0.2	0.05	0	3600	1	0	0	0	0	1	1
16913	129	149	1.7	0.05	0	3600	1	0	0	0	0	1	1
16914	129	152	0.1	0.05	0	3600	1	0	0	0	0	1	1
16915	129	153	0.9	0.05	0	3600	1	0	0	0	0	1	1
16916	129	156	0.1	0.05	0	3600	1	0	0	0	0	1	1
16917	129	157	0.4	0.05	0	3600	1	0	0	0	0	1	1
16918	129	184	1.8	0.05	0	3600	1	0	0	0	0	1	1
16919	129	160	0.4	0.05	0	3600	1	0	0	0	0	1	1
16920	130	180	48.65	0.05	0	3600	1	0	0	0	0	1	1
16921	130	171	23.03	0.05	0	3600	1	0	0	0	0	1	1
16922	130	180	1.4259213036	0.05	0	757.4050526079	1	0	0	0	0	1	1
16923	161	2	5.5238539239	0.05	3404.4843301637	3600	1	0	0	0	0	1	1
16924	130	3	0.21	0.05	0	3600	1	0	0	0	0	1	1
16925	130	4	0.21	0.05	0	3600	1	0	0	0	0	1	1
16926	130	5	0.21	0.05	0	3600	1	0	0	0	0	1	1
16927	130	7	0.21	0.05	0	3600	1	0	0	0	0	1	1
16928	130	8	0.28	0.05	0	3600	1	0	0	0	0	1	1
16929	130	10	0.21	0.05	0	3600	1	0	0	0	0	1	1
16930	130	12	0.7	0.05	0	3600	1	0	0	0	0	1	1
16931	130	13	0.28	0.05	0	3600	1	0	0	0	0	1	1
16932	130	14	1	0.05	0	3600	1	0	0	0	0	1	1
16933	130	15	0.28	0.05	0	3600	1	0	0	0	0	1	1
16934	130	180	0.8739316087	0.05	0	823.8630950499	1	0	0	0	0	1	1
16935	167	16	0.9590395508	0.05	2849.2488975977	3600	1	0	0	0	0	1	1
16936	130	17	1.1	0.05	0	3600	1	0	0	0	0	1	1
16937	130	18	0.21	0.05	0	3600	1	0	0	0	0	1	1
16938	130	19	0.7	0.05	0	3600	1	0	0	0	0	1	1
16939	130	20	0.6	0.05	0	3600	1	0	0	0	0	1	1
16940	130	21	0.28	0.05	0	3600	1	0	0	0	0	1	1
16941	130	171	0.085964118	0.05	0	2931.4556566164	1	0	0	0	0	1	1
16942	169	25	0.5572687518	0.05	3147.7944902071	3600	1	0	0	0	0	1	1
16943	130	29	1.1	0.05	0	3600	1	0	0	0	0	1	1
16944	130	31	1.2	0.05	0	3600	1	0	0	0	0	1	1
16945	130	171	0.0821982719	0.05	0	3065.7578811368	1	0	0	0	0	1	1
16946	169	35	0.818203336	0.05	3292.0081000612	3600	1	0	0	0	0	1	1
16947	130	171	0.0816670397	0.05	0	3085.7001898516	1	0	0	0	0	1	1
16948	169	38	0.8793421596	0.05	3313.4221335134	3600	1	0	0	0	0	1	1
16949	130	41	0.07	0.05	0	3600	1	0	0	0	0	1	1
16950	130	46	0.1	0.05	0	3600	1	0	0	0	0	1	1
16951	130	48	0.07	0.05	0	3600	1	0	0	0	0	1	1
16952	130	50	0.07	0.05	0	3600	1	0	0	0	0	1	1
16953	130	52	0.07	0.05	0	3600	1	0	0	0	0	1	1
16954	130	53	0.1	0.05	0	3600	1	0	0	0	0	1	1
16955	130	54	0.1	0.05	0	3600	1	0	0	0	0	1	1
16956	130	61	0.1	0.05	0	3600	1	0	0	0	0	1	1
16957	130	63	0.14	0.05	0	3600	1	0	0	0	0	1	1
16958	130	65	0.1	0.05	0	3600	1	0	0	0	0	1	1
16959	130	68	0.1	0.05	0	3600	1	0	0	0	0	1	1
16960	130	69	0.4	0.05	0	3600	1	0	0	0	0	1	1
16961	130	70	0.1	0.05	0	3600	1	0	0	0	0	1	1
16962	130	71	0.1	0.05	0	3600	1	0	0	0	0	1	1
16963	130	73	0.07	0.05	0	3600	1	0	0	0	0	1	1
16964	130	74	0.1	0.05	0	3600	1	0	0	0	0	1	1
16965	130	75	0.28	0.05	0	3600	1	0	0	0	0	1	1
16966	130	76	0.1	0.05	0	3600	1	0	0	0	0	1	1
16967	130	77	0.1	0.05	0	3600	1	0	0	0	0	1	1
16968	130	78	0.1	0.05	0	3600	1	0	0	0	0	1	1
16969	130	81	0.1	0.05	0	3600	1	0	0	0	0	1	1
16970	130	82	0.28	0.05	0	3600	1	0	0	0	0	1	1
16971	130	83	0.1	0.05	0	3600	1	0	0	0	0	1	1
16972	130	84	0.3	0.05	0	3600	1	0	0	0	0	1	1
16973	130	85	0.3	0.05	0	3600	1	0	0	0	0	1	1
16974	130	86	0.35	0.05	0	3600	1	0	0	0	0	1	1
16975	130	87	0.3	0.05	0	3600	1	0	0	0	0	1	1
16976	130	90	0.1	0.05	0	3600	1	0	0	0	0	1	1
16977	130	91	0.3	0.05	0	3600	1	0	0	0	0	1	1
16978	130	178	0.28	0.05	0	3600	1	0	0	0	0	1	1
16979	130	92	0.6	0.05	0	3600	1	0	0	0	0	1	1
16980	130	93	0.6	0.05	0	3600	1	0	0	0	0	1	1
16981	130	94	0.4	0.05	0	3600	1	0	0	0	0	1	1
16982	130	95	0.4	0.05	0	3600	1	0	0	0	0	1	1
16983	130	96	0.3	0.05	0	3600	1	0	0	0	0	1	1
16984	130	179	1.5	0.05	0	3600	1	0	0	0	0	1	1
16985	130	101	0.4	0.05	0	3600	1	0	0	0	0	1	1
16986	130	102	0.4	0.05	0	3600	1	0	0	0	0	1	1
16987	130	103	0.4	0.05	0	3600	1	0	0	0	0	1	1
16988	130	104	0.3	0.05	0	3600	1	0	0	0	0	1	1
16989	130	106	1.4	0.05	0	3600	1	0	0	0	0	1	1
16990	130	107	1.2	0.05	0	3600	1	0	0	0	0	1	1
16991	130	108	1.2	0.05	0	3600	1	0	0	0	0	1	1
16992	130	111	0.4	0.05	0	3600	1	0	0	0	0	1	1
16993	130	112	1.1	0.05	0	3600	1	0	0	0	0	1	1
16994	130	113	1.2	0.05	0	3600	1	0	0	0	0	1	1
16995	130	114	0.4	0.05	0	3600	1	0	0	0	0	1	1
16996	130	116	1	0.05	0	3600	1	0	0	0	0	1	1
16997	130	118	0.1	0.05	0	3600	1	0	0	0	0	1	1
16998	130	119	0.7	0.05	0	3600	1	0	0	0	0	1	1
16999	130	120	1.2	0.05	0	3600	1	0	0	0	0	1	1
17000	130	122	1.1	0.05	0	3600	1	0	0	0	0	1	1
17001	130	123	1.2	0.05	0	3600	1	0	0	0	0	1	1
17002	130	125	1	0.05	0	3600	1	0	0	0	0	1	1
17003	130	127	6.8	0.05	0	3600	1	0	0	0	0	1	1
17004	130	128	0.5	0.05	0	3600	1	0	0	0	0	1	1
17005	130	131	0.6	0.05	0	3600	1	0	0	0	0	1	1
17006	130	132	0.9	0.05	0	3600	1	0	0	0	0	1	1
17007	130	133	0.5	0.05	0	3600	1	0	0	0	0	1	1
17008	130	135	0.6	0.05	0	3600	1	0	0	0	0	1	1
17009	130	136	0.5	0.05	0	3600	1	0	0	0	0	1	1
17010	130	137	0.7	0.05	0	3600	1	0	0	0	0	1	1
17011	130	139	1.3	0.05	0	3600	1	0	0	0	0	1	1
17012	130	141	0.5	0.05	0	3600	1	0	0	0	0	1	1
17013	130	142	0.5	0.05	0	3600	1	0	0	0	0	1	1
17014	130	143	0.6	0.05	0	3600	1	0	0	0	0	1	1
17015	130	144	0.7	0.05	0	3600	1	0	0	0	0	1	1
17016	130	145	2.2	0.05	0	3600	1	0	0	0	0	1	1
17017	130	146	0.9	0.05	0	3600	1	0	0	0	0	1	1
17018	130	148	0.3	0.05	0	3600	1	0	0	0	0	1	1
17019	130	149	1.1	0.05	0	3600	1	0	0	0	0	1	1
17020	130	150	0.5	0.05	0	3600	1	0	0	0	0	1	1
17021	130	151	0.7	0.05	0	3600	1	0	0	0	0	1	1
17022	130	152	0.4	0.05	0	3600	1	0	0	0	0	1	1
17023	130	154	0.7	0.05	0	3600	1	0	0	0	0	1	1
17024	130	155	0.5	0.05	0	3600	1	0	0	0	0	1	1
17025	130	156	0.4	0.05	0	3600	1	0	0	0	0	1	1
17026	130	157	0.3	0.05	0	3600	1	0	0	0	0	1	1
17027	130	158	0.1	0.05	0	3600	1	0	0	0	0	1	1
17028	130	159	0.1	0.05	0	3600	1	0	0	0	0	1	1
17029	130	185	0.4	0.05	0	3600	1	0	0	0	0	1	1
17030	130	160	0.6	0.05	0	3600	1	0	0	0	0	1	1
17031	130	182	0.4	0.05	0	3600	1	0	0	0	0	1	1
17032	130	192	11.23	0.05	0	3600	1	0	0	0	0	1	1
17033	130	191	20.56	0.05	0	3600	1	0	0	0	0	1	1
17034	130	194	0.77	0.05	0	3600	1	0	0	0	0	1	1
17035	130	189	1.6	0.05	0	3600	1	0	0	0	0	1	1
17036	130	190	0.2	0.05	0	3600	1	0	0	0	0	1	1
17037	130	186	0.68	0.05	0	3600	1	0	0	0	0	1	1
17038	131	171	60.19	0.05	0	3600	1	0	0	0	0	1	1
17039	131	171	0.3503253044	0.05	0	2157.9942713598	1	0	0	0	0	1	1
17040	161	2	3.8230821031	0.05	3402.2537890592	3600	1	0	0	0	0	1	1
17041	131	3	0.21	0.05	0	3600	1	0	0	0	0	1	1
17042	131	4	0.21	0.05	0	3600	1	0	0	0	0	1	1
17043	131	5	0.5	0.05	0	3600	1	0	0	0	0	1	1
17044	131	7	0.5	0.05	0	3600	1	0	0	0	0	1	1
17045	131	8	0.6	0.05	0	3600	1	0	0	0	0	1	1
17046	131	10	0.5	0.05	0	3600	1	0	0	0	0	1	1
17047	131	12	0.6	0.05	0	3600	1	0	0	0	0	1	1
17048	131	13	0.6	0.05	0	3600	1	0	0	0	0	1	1
17049	131	14	0.9	0.05	0	3600	1	0	0	0	0	1	1
17050	131	15	0.6	0.05	0	3600	1	0	0	0	0	1	1
17051	131	171	0.1072478122	0.05	0	2349.6982803833	1	0	0	0	0	1	1
17052	167	16	0.3315453959	0.05	2839.9230900078	3600	1	0	0	0	0	1	1
17053	131	17	1	0.05	0	3600	1	0	0	0	0	1	1
17054	131	18	0.5	0.05	0	3600	1	0	0	0	0	1	1
17055	131	19	0.6	0.05	0	3600	1	0	0	0	0	1	1
17056	131	20	0.5	0.05	0	3600	1	0	0	0	0	1	1
17057	131	21	0.5	0.05	0	3600	1	0	0	0	0	1	1
17058	131	22	0.1	0.05	0	3600	1	0	0	0	0	1	1
17059	131	23	0.1	0.05	0	3600	1	0	0	0	0	1	1
17060	131	24	0.1	0.05	0	3600	1	0	0	0	0	1	1
17061	131	171	0.1235359946	0.05	0	2914.1304214578	1	0	0	0	0	1	1
17062	169	25	0.775988579	0.05	3136.0756463118	3600	1	0	0	0	0	1	1
17063	131	171	0.123301035	0.05	0	2919.6835220273	1	0	0	0	0	1	1
17064	169	26	0.786114906	0.05	3142.0516806476	3600	1	0	0	0	0	1	1
17065	131	27	0.1	0.05	0	3600	1	0	0	0	0	1	1
17066	131	29	1	0.05	0	3600	1	0	0	0	0	1	1
17067	131	31	1	0.05	0	3600	1	0	0	0	0	1	1
17068	131	171	0.2359679704	0.05	0	3051.2615701161	1	0	0	0	0	1	1
17069	169	35	2.2759669406	0.05	3283.6509409834	3600	1	0	0	0	0	1	1
17070	131	37	0.1	0.05	0	3600	1	0	0	0	0	1	1
17071	131	171	0.2344015728	0.05	0	3071.6517442584	1	0	0	0	0	1	1
17072	169	38	2.4456028809	0.05	3305.5940661369	3600	1	0	0	0	0	1	1
17073	131	39	0.1	0.05	0	3600	1	0	0	0	0	1	1
17074	131	41	0.1	0.05	0	3600	1	0	0	0	0	1	1
17075	131	44	0.3	0.05	0	3600	1	0	0	0	0	1	1
17076	131	46	0.1	0.05	0	3600	1	0	0	0	0	1	1
17077	131	48	0.1	0.05	0	3600	1	0	0	0	0	1	1
17078	131	50	0.1	0.05	0	3600	1	0	0	0	0	1	1
17079	131	52	0.1	0.05	0	3600	1	0	0	0	0	1	1
17080	131	58	0.1	0.05	0	3600	1	0	0	0	0	1	1
17081	131	59	0.1	0.05	0	3600	1	0	0	0	0	1	1
17082	131	61	0.2	0.05	0	3600	1	0	0	0	0	1	1
17083	131	62	0.1	0.05	0	3600	1	0	0	0	0	1	1
17084	131	63	0.2	0.05	0	3600	1	0	0	0	0	1	1
17085	131	65	0.1	0.05	0	3600	1	0	0	0	0	1	1
17086	131	66	0.1	0.05	0	3600	1	0	0	0	0	1	1
17087	131	67	0.1	0.05	0	3600	1	0	0	0	0	1	1
17088	131	68	0.1	0.05	0	3600	1	0	0	0	0	1	1
17089	131	69	0.3	0.05	0	3600	1	0	0	0	0	1	1
17090	131	70	0.1	0.05	0	3600	1	0	0	0	0	1	1
17091	131	71	0.1	0.05	0	3600	1	0	0	0	0	1	1
17092	131	72	0.1	0.05	0	3600	1	0	0	0	0	1	1
17093	131	73	0.1	0.05	0	3600	1	0	0	0	0	1	1
17094	131	74	0.1	0.05	0	3600	1	0	0	0	0	1	1
17095	131	75	0.4	0.05	0	3600	1	0	0	0	0	1	1
17096	131	76	0.1	0.05	0	3600	1	0	0	0	0	1	1
17097	131	77	0.2	0.05	0	3600	1	0	0	0	0	1	1
17098	131	78	0.2	0.05	0	3600	1	0	0	0	0	1	1
17099	131	81	0.1	0.05	0	3600	1	0	0	0	0	1	1
17100	131	82	0.4	0.05	0	3600	1	0	0	0	0	1	1
17101	131	83	0.1	0.05	0	3600	1	0	0	0	0	1	1
17102	131	84	0.2	0.05	0	3600	1	0	0	0	0	1	1
17103	131	85	0.3	0.05	0	3600	1	0	0	0	0	1	1
17104	131	86	0.5	0.05	0	3600	1	0	0	0	0	1	1
17105	131	87	0.2	0.05	0	3600	1	0	0	0	0	1	1
17106	131	90	0.1	0.05	0	3600	1	0	0	0	0	1	1
17107	131	91	0.3	0.05	0	3600	1	0	0	0	0	1	1
17108	131	178	1.59	0.05	0	3600	1	0	0	0	0	1	1
17109	131	92	0.2	0.05	0	3600	1	0	0	0	0	1	1
17110	131	93	0.2	0.05	0	3600	1	0	0	0	0	1	1
17111	131	94	0.4	0.05	0	3600	1	0	0	0	0	1	1
17112	131	95	0.4	0.05	0	3600	1	0	0	0	0	1	1
17113	131	96	0.3	0.05	0	3600	1	0	0	0	0	1	1
17114	131	101	0.2	0.05	0	3600	1	0	0	0	0	1	1
17115	131	102	0.2	0.05	0	3600	1	0	0	0	0	1	1
17116	131	103	0.2	0.05	0	3600	1	0	0	0	0	1	1
17117	131	104	0.2	0.05	0	3600	1	0	0	0	0	1	1
17118	131	105	0.1	0.05	0	3600	1	0	0	0	0	1	1
17119	131	106	1.1	0.05	0	3600	1	0	0	0	0	1	1
17120	131	107	0.6	0.05	0	3600	1	0	0	0	0	1	1
17121	131	189	44.26	0.05	0	3600	1	0	0	0	0	1	1
17122	131	108	0.6	0.05	0	3600	1	0	0	0	0	1	1
17123	131	109	0.3	0.05	0	3600	1	0	0	0	0	1	1
17124	131	110	0.7	0.05	0	3600	1	0	0	0	0	1	1
17125	131	111	0.2	0.05	0	3600	1	0	0	0	0	1	1
17126	131	112	0.4	0.05	0	3600	1	0	0	0	0	1	1
17127	131	179	0.74	0.05	0	3600	1	0	0	0	0	1	1
17128	131	113	0.6	0.05	0	3600	1	0	0	0	0	1	1
17129	131	114	0.3	0.05	0	3600	1	0	0	0	0	1	1
17130	131	115	0.4	0.05	0	3600	1	0	0	0	0	1	1
17131	131	116	0.5	0.05	0	3600	1	0	0	0	0	1	1
17132	131	117	0.4	0.05	0	3600	1	0	0	0	0	1	1
17133	131	118	0.1	0.05	0	3600	1	0	0	0	0	1	1
17134	131	119	0.3	0.05	0	3600	1	0	0	0	0	1	1
17135	131	120	1.1	0.05	0	3600	1	0	0	0	0	1	1
17136	131	121	0.1	0.05	0	3600	1	0	0	0	0	1	1
17137	131	122	1.1	0.05	0	3600	1	0	0	0	0	1	1
17138	131	123	1.1	0.05	0	3600	1	0	0	0	0	1	1
17139	131	180	7.91	0.05	0	3600	1	0	0	0	0	1	1
17140	131	124	0.6	0.05	0	3600	1	0	0	0	0	1	1
17141	131	125	0.5	0.05	0	3600	1	0	0	0	0	1	1
17142	131	126	0.6	0.05	0	3600	1	0	0	0	0	1	1
17143	131	127	2.8	0.05	0	3600	1	0	0	0	0	1	1
17144	131	128	0.8	0.05	0	3600	1	0	0	0	0	1	1
17145	131	129	0.1	0.05	0	3600	1	0	0	0	0	1	1
17146	131	130	0.6	0.05	0	3600	1	0	0	0	0	1	1
17147	131	132	1.2	0.05	0	3600	1	0	0	0	0	1	1
17148	131	133	0.8	0.05	0	3600	1	0	0	0	0	1	1
17149	131	134	0.6	0.05	0	3600	1	0	0	0	0	1	1
17150	131	136	0.8	0.05	0	3600	1	0	0	0	0	1	1
17151	131	137	0.8	0.05	0	3600	1	0	0	0	0	1	1
17152	131	138	0.3	0.05	0	3600	1	0	0	0	0	1	1
17153	131	139	0.7	0.05	0	3600	1	0	0	0	0	1	1
17154	131	140	0.1	0.05	0	3600	1	0	0	0	0	1	1
17155	131	141	0.8	0.05	0	3600	1	0	0	0	0	1	1
17156	131	142	0.8	0.05	0	3600	1	0	0	0	0	1	1
17157	131	144	0.8	0.05	0	3600	1	0	0	0	0	1	1
17158	131	145	1.7	0.05	0	3600	1	0	0	0	0	1	1
17159	131	146	1.2	0.05	0	3600	1	0	0	0	0	1	1
17160	131	147	0.1	0.05	0	3600	1	0	0	0	0	1	1
17161	131	148	0.4	0.05	0	3600	1	0	0	0	0	1	1
17162	131	149	1.1	0.05	0	3600	1	0	0	0	0	1	1
17163	131	150	0.5	0.05	0	3600	1	0	0	0	0	1	1
17164	131	151	0.8	0.05	0	3600	1	0	0	0	0	1	1
17165	131	152	1	0.05	0	3600	1	0	0	0	0	1	1
17166	131	182	1.4	0.05	0	3600	1	0	0	0	0	1	1
17167	131	153	0.1	0.05	0	3600	1	0	0	0	0	1	1
17168	131	154	0.8	0.05	0	3600	1	0	0	0	0	1	1
17169	131	155	0.5	0.05	0	3600	1	0	0	0	0	1	1
17170	131	156	0.8	0.05	0	3600	1	0	0	0	0	1	1
17171	131	157	0.4	0.05	0	3600	1	0	0	0	0	1	1
17172	131	158	0.4	0.05	0	3600	1	0	0	0	0	1	1
17173	131	159	0.4	0.05	0	3600	1	0	0	0	0	1	1
17174	131	185	0.4	0.05	0	3600	1	0	0	0	0	1	1
17175	131	160	0.7	0.05	0	3600	1	0	0	0	0	1	1
17176	131	192	2.62	0.05	0	3600	1	0	0	0	0	1	1
17177	131	194	0.87	0.05	0	3600	1	0	0	0	0	1	1
17178	131	184	0.1	0.05	0	3600	1	0	0	0	0	1	1
17179	131	191	1.4	0.05	0	3600	1	0	0	0	0	1	1
17180	131	186	1.6	0.05	0	3600	1	0	0	0	0	1	1
17181	131	187	0.42	0.05	0	3600	1	0	0	0	0	1	1
17182	182	145	44.98	0.05	0	3600	1	0	0	0	0	1	1
17183	182	146	5.34	0.05	0	3600	1	0	0	0	0	1	1
17184	132	171	68.15	0.05	0	3600	1	0	0	0	0	1	1
17185	132	171	0.45739645	0.05	0	2203.7774889534	1	0	0	0	0	1	1
17186	161	2	5.2645919019	0.05	3408.5321675871	3600	1	0	0	0	0	1	1
17187	132	3	0.28	0.05	0	3600	1	0	0	0	0	1	1
17188	132	4	0.28	0.05	0	3600	1	0	0	0	0	1	1
17189	132	5	0.6	0.05	0	3600	1	0	0	0	0	1	1
17190	132	7	0.6	0.05	0	3600	1	0	0	0	0	1	1
17191	132	8	0.8	0.05	0	3600	1	0	0	0	0	1	1
17192	132	10	0.6	0.05	0	3600	1	0	0	0	0	1	1
17193	132	12	0.8	0.05	0	3600	1	0	0	0	0	1	1
17194	132	13	0.8	0.05	0	3600	1	0	0	0	0	1	1
17195	132	14	1.2	0.05	0	3600	1	0	0	0	0	1	1
17196	132	15	0.8	0.05	0	3600	1	0	0	0	0	1	1
17197	132	171	0.2106319116	0.05	0	2392.7998194955	1	0	0	0	0	1	1
17198	167	16	0.6867656007	0.05	2866.1251531981	3600	1	0	0	0	0	1	1
17199	132	17	1.4	0.05	0	3600	1	0	0	0	0	1	1
17200	132	18	0.7	0.05	0	3600	1	0	0	0	0	1	1
17201	132	19	0.8	0.05	0	3600	1	0	0	0	0	1	1
17202	132	20	0.6	0.05	0	3600	1	0	0	0	0	1	1
17203	132	21	0.7	0.05	0	3600	1	0	0	0	0	1	1
17204	132	22	0.2	0.05	0	3600	1	0	0	0	0	1	1
17205	132	23	0.1	0.05	0	3600	1	0	0	0	0	1	1
17206	132	24	0.1	0.05	0	3600	1	0	0	0	0	1	1
17207	132	171	0.2446306022	0.05	0	2943.2131289547	1	0	0	0	0	1	1
17208	169	25	1.6206991434	0.05	3155.7472817088	3600	1	0	0	0	0	1	1
17209	132	171	0.1220925276	0.05	0	2948.5833986742	1	0	0	0	0	1	1
17210	169	26	0.8209906272	0.05	3161.5053472402	3600	1	0	0	0	0	1	1
17211	132	27	0.1	0.05	0	3600	1	0	0	0	0	1	1
17212	132	29	1.4	0.05	0	3600	1	0	0	0	0	1	1
17213	132	31	1.4	0.05	0	3600	1	0	0	0	0	1	1
17214	132	32	0.1	0.05	0	3600	1	0	0	0	0	1	1
17215	132	171	0.3511537394	0.05	0	3075.5759622807	1	0	0	0	0	1	1
17216	169	35	3.5722347822	0.05	3297.6682480699	3600	1	0	0	0	0	1	1
17217	132	37	0.1	0.05	0	3600	1	0	0	0	0	1	1
17218	132	171	0.2326173365	0.05	0	3095.2121236019	1	0	0	0	0	1	1
17219	169	38	2.5597485137	0.05	3318.7223681752	3600	1	0	0	0	0	1	1
17220	132	39	0.1	0.05	0	3600	1	0	0	0	0	1	1
17221	132	41	0.2	0.05	0	3600	1	0	0	0	0	1	1
17222	132	44	0.5	0.05	0	3600	1	0	0	0	0	1	1
17223	132	46	0.3	0.05	0	3600	1	0	0	0	0	1	1
17224	132	47	0.1	0.05	0	3600	1	0	0	0	0	1	1
17225	132	48	0.2	0.05	0	3600	1	0	0	0	0	1	1
17226	132	50	0.2	0.05	0	3600	1	0	0	0	0	1	1
