Link file for LA Subnet 3
-1507	1	1	1	1	1
1	252	255	0.226	40	2100	1	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
2	254	255	0.116	40	2100	1	0.2	34	180	0	0	0	0	0	10001	0	0	0	0	0	0	0	0	0	11111
3	252	254	0.118	40	2100	1	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
4	246	2	0.251	40	2000	2	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
5	1	246	0.121	40	2000	2	0.2	34	180	0	0	0	0	0	10001	0	0	0	0	0	0	0	0	0	11111
6	253	249	0.371	40	2100	1	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
7	248	162	0.436	40	2100	1	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
8	246	161	0.334	40	2100	2	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
9	265	10	0.139	40	2000	2	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
10	7	265	0.091	40	2000	2	0.2	34	180	0	0	0	0	0	10001	0	0	0	0	0	0	0	0	0	11111
11	260	264	0.492	45	2100	2	0.2	38	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
12	265	260	0.716	45	2300	2	0.2	38	180	0	0	0	0	0	-6	3	100	4	11	0	0	0	0	0	11111
13	267	164	0.8	40	2100	1	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
14	264	6	0.209	40	2000	2	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
15	267	273	0.767	45	2100	2	0.2	38	180	0	0	0	0	0	-14	1	100	2	11	0	0	0	0	0	11111
16	264	267	0.375	45	2100	2	0.2	38	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
17	289	303	0.835	45	2100	1	0.2	38	180	0	0	0	0	0	-33	1	111	0	0	0	0	0	0	0	11111
18	289	22	0.474	45	2000	2	0.2	38	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
19	23	289	0.245	45	2000	2	0.2	38	180	0	0	0	0	0	10001	0	0	0	0	0	0	0	0	0	11111
20	18	276	0.268	40	2000	2	0.2	34	180	0	0	0	0	0	10001	0	0	0	0	0	0	0	0	0	11111
21	21	283	0.308	45	2000	2	0.2	38	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
22	277	16	0.394	40	2000	2	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
23	277	284	1.155	45	2100	2	0.2	38	180	0	0	0	0	0	-21	2	110	3	10	0	0	0	0	0	11111
24	305	30	0.178	40	2000	2	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
25	41	326	0.138	40	2000	2	0.2	34	180	0	0	0	0	0	10001	0	0	0	0	0	0	0	0	0	11111
26	326	39	0.26	40	2000	2	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
27	32	305	0.136	40	2000	2	0.2	34	180	0	0	0	0	0	10001	0	0	0	0	0	0	0	0	0	11111
28	308	36	0.09	40	2000	2	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
29	37	308	0.134	40	2000	2	0.2	34	180	0	0	0	0	0	10001	0	0	0	0	0	0	0	0	0	11111
30	305	310	0.484	45	2300	3	0.2	38	180	0	0	0	0	0	-37	1	100	2	11	0	0	0	0	0	11111
31	308	321	0.507	45	2100	1	0.2	38	180	0	0	0	0	0	-41	1	111	0	0	0	0	0	0	0	11111
32	309	35	0.405	40	2000	2	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
33	298	25	0.099	40	2000	2	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
34	26	298	0.084	40	2000	2	0.2	34	180	0	0	0	0	0	10001	0	0	0	0	0	0	0	0	0	11111
35	298	304	0.254	45	2100	2	0.2	38	180	0	0	0	0	0	-34	1	100	2	11	0	0	0	0	0	11111
36	290	298	0.399	45	2100	2	0.2	38	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
37	38	309	0.355	40	2000	2	0.2	34	180	0	0	0	0	0	10001	0	0	0	0	0	0	0	0	0	11111
38	370	373	0.349	45	2100	3	0.2	38	180	0	0	0	0	0	-66	1	111	0	0	0	0	0	0	0	11111
39	381	371	0.4	32.9	2100	2	0.2	28	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
40	353	380	0.707	45	2300	3	0.2	38	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
41	361	349	0.259	39	2300	2	0.2	33	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
42	348	347	0.263	32.9	2300	2	0.2	28	180	0	0	0	0	0	-55	1	111	0	0	0	0	0	0	0	11111
43	347	358	0.26	32.9	2300	2	0.2	28	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
44	349	171	1.681	120	2599	7	0.2	102	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
45	360	349	0.366	120	2599	6	0.2	102	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
46	348	358	0.336	120	3000	6	0.2	102	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
47	380	59	0.502	40	2000	2	0.2	34	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111
