Lane prohibitor file 12/16/16 all the links with only one phase 111 are deleted; no need for lane stripping
476
1	1	2	100	011	00000	00000		
2	5	4	100	010	010	011	00000	00000	00000	00000
5	21	2	100	011	00000	00000		
6	39	3	100	010	011	00000	00000	00000
7	41	3	100	010	011	00000	00000	00000
8	43	3	100	010	011	00000	00000	00000
10	47	3	100	010	011	00000	00000	00000
11	54	2	100	011	00000	00000		
12	57	2	100	011	00000	00000		
13	58	2	100	011	00000	00000		
14	75	2	100	011	00000	00000		
15	76	3	100	110     011	00000	00000	00000
16	79	2	100	011	00000	00000		
17	82	3	100	010	011	00000	00000	00000
18	83	3	100	010	011	00000	00000	00000
19	84	2	100	011	00000	00000		
20	86	2	100	011	00000	00000		
21	87	2	100	011	00000	00000		
22	88	2	100	011	00000	00000		
23	89	2	100	011	00000	00000		
24	90	2	100	011	00000	00000		
25	92	3	100	010     011	00000	00000	00000		
26	93	2	100	011	00000	00000		
27	94	3	100	010     011	00000	00000	00000		
28	99	2	100	011	00000	00000		
29	101	3	100	010	011	00000	00000	00000
30	109	2	100	011	00000	00000		
31	111	3	100	010	011	00000	00000	00000
32	112	2	100	011	00000	00000		
33	113	2	100	011	00000	00000		
34	114	2	100	011	00000	00000		
35	115	3	100	010	011	00000	00000	00000
36	116	3	100	010	011	00000	00000	00000
37	120	3	100	010	011	00000	00000	00000
38	125	2	100	011	00000	00000		
39	127	3	100	010	011	00000	00000	00000
40	128	3	100	010	011	00000	00000	00000
41	129	2	100	011	00000	00000		
42	130	2	100	011	00000	00000		
43	131	2	100	011	00000	00000		
44	133	2	100	011	00000	00000		
46	138	3	100	010	011	00000	00000	00000
47	146	3	100	110	011	00000	00000	00000	
48	147	2	100	011	00000	00000		
49	148	2	100	011	00000	00000		
50	153	2	100	011	00000	00000		
51	159	3	100	010	011	00000	00000	00000
52	161	2	100	011	00000	00000		
54	174	2	100	011	00000	00000		
55	176	2	100	011	00000	00000		
56	178	2	100	011	00000	00000		
57	179	2	100	011	00000	00000		
58	180	2	100	011	00000	00000		
59	183	2	100	011	00000	00000		
60	185	2	100	011	00000	00000		
61	186	2	100	011	00000	00000		
62	200	2	100	011	00000	00000		
63	202	2	100	011	00000	00000		
64	207	2	100	011	00000	00000		
65	212	2	100	011	00000	00000		
66	218	2	100	011	00000	00000		
67	221	2	100	011	00000	00000		
68	222	2	100	011	00000	00000		
69	223	2	100	011	00000	00000		
70	224	2	100	011	00000	00000		
71	228	2	100	011	00000	00000		
72	229	3	100	010	011	00000	00000	00000
73	232	2	100	011	00000	00000		
74	233	3	100	010	011	00000	00000	00000
75	234	3	100	010	011	00000	00000	00000
76	236	2	100	011	00000	00000		
77	238	2	100	011	00000	00000		
78	239	2	100	011	00000	00000		
