Node File for LA subnet4
764	0.8	0.8
1	68.659	93.823	1	-1	0
2	68.809	102.19	1	-2	0
3	68.865	100.01	1	-3	0
4	68.896	101.46	1	-4	0
5	69.094	92.307	1	-5	0
6	69.218	101.46	1	-6	0
7	69.325	100.01	1	-7	0
8	69.527	102.37	1	-8	0
9	69.528	102.19	1	-9	0
10	69.531	93.821	1	-10	0
11	69.539	98.14	1	-11	0
12	69.539	98.324	1	-12	0
13	69.543	99.238	1	-13	0
14	69.543	99.414	1	-14	0
15	69.543	100.28	1	-15	0
16	69.544	100.61	1	-16	0
17	69.545	101.21	1	-17	0
18	69.546	100.85	1	-18	0
19	69.708	102.19	1	-19	0
20	69.751	95.585	1	-20	0
21	69.871	99.687	1	-21	0
22	69.96	91.832	1	-22	0
23	70.194	99.686	1	-23	0
24	70.228	102	1	-24	0
25	70.228	102.19	1	-25	0
26	70.407	102.19	1	-26	0
27	70.408	95.594	1	-27	0
28	70.408	95.686	1	-28	0
29	70.409	96.363	1	-29	0
30	70.41	100.55	1	-30	0
31	70.411	98.141	1	-31	0
32	70.411	100.99	1	-32	0
33	70.411	101.21	1	-33	0
34	70.411	102.72	1	-34	0
35	70.412	99.229	1	-35	0
36	70.412	99.412	1	-36	0
37	70.415	98.586	1	-37	0
38	70.415	98.833	1	-38	0
39	70.415	98.967	1	-39	0
40	70.589	93.815	1	-40	0
41	70.623	99.958	1	-41	0
42	70.75	101.55	1	-42	0
43	70.845	92.506	1	-43	0
44	70.989	101.54	1	-44	0
45	71.269	102.11	1	-45	0
46	71.275	101.22	1	-46	0
47	71.276	101.01	1	-47	0
48	71.285	99.417	1	-48	0
49	71.285	99.962	1	-49	0
50	71.286	99.233	1	-50	0
51	71.288	97.268	1	-51	0
52	71.289	97.638	1	-52	0
53	71.302	95.281	1	-53	0
54	71.504	102.74	1	-54	0
55	71.538	101.65	1	-55	0
56	71.684	102.14	1	-56	0
57	71.692	91.99	3	0	0
58	71.693	92.005	3	0	0
59	71.693	92.026	2	-59	0
60	71.693	92.036	2	-60	0
61	71.693	101.4	1	-61	0
62	71.739	92.433	1	-62	0
63	71.865	101.84	2	-63	0
64	71.896	95.277	1	-64	0
65	72.006	101.18	1	-65	0
66	72.09	101.31	1	-66	0
67	72.152	101.66	2	-67	0
68	72.163	101.19	1	-68	0
69	72.27	102.36	2	-69	0
70	72.291	101.87	1	-70	0
71	72.348	93.391	1	-71	0
72	72.379	93.478	1	-72	0
73	72.438	102.4	1	-73	0
74	72.538	101.79	1	-74	0
75	72.609	92.372	1	-75	0
76	72.714	102.28	1	-76	0
77	72.746	103.1	3	0	0
78	72.819	99.926	1	-78	0
79	72.83	95.285	1	-79	0
80	72.926	103.11	2	-80	0
81	73.007	101.64	1	-81	0
82	73.035	100.47	1	-82	0
83	73.037	100.29	1	-83	0
84	73.042	98.061	1	-84	0
85	73.042	98.425	1	-85	0
86	73.046	93.48	1	-86	0
87	73.047	95.019	1	-87	0
88	73.047	96.282	1	-88	0
89	73.049	95.805	1	-89	0
90	73.115	101.81	1	-90	0
91	73.186	102.99	1	-91	0
92	73.256	102.03	1	-92	0
93	73.257	99.655	1	-93	0
94	73.311	100.82	1	-94	0
95	73.402	102.26	1	-95	0
96	73.474	101.28	1	-96	0
97	73.476	92.371	1	-97	0
98	73.511	102.43	1	-98	0
99	73.816	102.5	1	-99	0
100	73.865	100.82	1	-100	0
101	73.902	101.01	1	-101	0
102	73.911	100.48	1	-102	0
103	73.912	100.26	1	-103	0
104	73.913	99.659	1	-104	0
105	73.916	95.023	1	-105	0
106	74.101	100.75	1	-106	0
107	74.137	95.471	1	-107	0
108	74.195	101.66	1	-108	0
109	74.219	102.32	1	-109	0
110	74.347	94.327	1	-110	0
111	74.564	100.75	1	-111	0
112	74.565	92.415	1	-112	0
113	74.576	101.5	1	-113	0
114	74.593	95.471	1	-114	0
115	74.784	100.3	1	-115	0
116	74.787	98.703	1	-116	0
117	74.787	99.8	1	-117	0
118	74.795	96.562	1	-118	0
119	74.798	96.891	1	-119	0
120	74.948	102.02	1	-120	0
121	74.974	99.573	1	-121	0
122	75.054	101.74	1	-122	0
123	75.233	101.41	1	-123	0
124	75.266	95.821	1	-124	0
125	75.376	94.144	1	-125	0
126	75.377	94.566	1	-126	0
127	75.66	99.57	1	-127	0
128	75.684	99.938	1	-128	0
129	75.878	98.291	1	-129	0
130	75.88	98.119	1	-130	0
131	75.922	95.328	1	-131	0
132	76.098	91.984	1	-132	0
133	76.368	95.327	1	-133	0
134	76.645	93.047	1	-134	0
135	76.709	100.9	1	-135	0
136	76.898	101.48	1	-136	0
137	76.967	98.817	1	-137	0
138	76.967	99.015	1	-138	0
139	76.968	98.354	1	-139	0
140	76.97	97.951	1	-140	0
141	76.974	96.97	1	-141	0
142	76.974	100.05	1	-142	0
143	77.3	99.63	1	-143	0
144	77.2	98.353	1	-144	0
145	77.615	91.799	1	-145	0
146	77.615	98.353	1	-146	0
147	77.726	100.54	1	-147	0
148	77.755	96.887	1	-148	0
149	77.76	99.637	1	-149	0
150	77.821	101.44	1	-150	0
151	78.003	94.896	1	-151	0
152	78.559	94.837	1	-152	0
153	78.681	100.56	1	-153	0
154	78.71	99.374	1	-154	0
155	78.726	98.719	1	-155	0
156	78.742	98.236	1	-156	0
157	78.824	101.25	1	-157	0
158	79.02	92.734	1	-158	0
159	78.996	96.925	1	-159	0
160	79.058	91.689	1	-160	0
161	79.117	100.56	1	-161	0
162	79.14	96.326	1	-162	0
163	79.451	92.711	1	-163	0
