LA signal file updated
203	1	36000
1
1	61	30	180	0	3	22	3	5	3	25	3	300	0	0	0	0	0	0
2	53	30	180	0	2	25	3	22	3	300	0	0	0	0	0	0	0	0
3	50	30	180	0	2	22	3	22	3	300	0	0	0	0	0	0	0	0
4	61	30	180	0	3	22	3	5	3	25	3	300	0	0	0	0	0	0
5	64	30	180	0	3	22	3	5	3	28	3	300	0	0	0	0	0	0
6	80	30	180	0	4	5	3	28	3	5	3	30	3	300	0	0	0	0
7	61	30	180	0	3	22	3	5	3	25	3	300	0	0	0	0	0	0
8	56	30	180	0	2	28	3	22	3	300	0	0	0	0	0	0	0	0
9	67	30	180	0	3	28	3	5	3	25	3	300	0	0	0	0	0	0
10	80	30	180	0	4	5	3	28	3	5	3	30	3	300	0	0	0	0
11	50	30	180	0	2	22	3	22	3	300	0	0	0	0	0	0	0	0
12	64	30	180	0	3	5	3	28	3	22	3	300	0	0	0	0	0	0
13	64	30	180	0	2	31	3	27	3	300	0	0	0	0	0	0	0	0
14	64	30	180	0	3	5	3	28	3	22	3	300	0	0	0	0	0	0
15	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
16	66	30	180	0	3	22	3	5	3	30	3	300	0	0	0	0	0	0
17	50	30	180	0	2	22	3	22	3	300	0	0	0	0	0	0	0	0
18	56	30	180	0	2	28	3	22	3	300	0	0	0	0	0	0	0	0
19	93	30	180	0	4	5	3	41	3	5	3	30	3	300	0	0	0	0
20	64	30	180	0	3	22	3	5	3	28	3	300	0	0	0	0	0	0
21	70	30	180	0	3	28	3	5	3	28	3	300	0	0	0	0	0	0
22	96	30	180	0	4	12	3	26	3	10	3	36	3	300	0	0	0	0
23	77	30	180	0	3	8	3	38	3	22	3	300	0	0	0	0	0	0
24	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
25	72	30	180	0	3	25	3	8	3	30	3	300	0	0	0	0	0	0
26	70	30	180	0	3	28	3	5	3	28	3	300	0	0	0	0	0	0
27	64	30	180	0	3	22	3	5	3	28	3	300	0	0	0	0	0	0
28	64	30	180	0	3	22	3	5	3	28	3	300	0	0	0	0	0	0
29	86	30	180	0	2	42	3	38	3	300	0	0	0	0	0	0	0	0
30	70	30	180	0	3	28	3	5	3	28	3	300	0	0	0	0	0	0
31	99	30	180	0	3	40	3	8	3	42	3	300	0	0	0	0	0	0
32	97	30	180	0	3	40	3	8	3	40	3	300	0	0	0	0	0	0
33	67	30	180	0	3	25	3	5	3	28	3	300	0	0	0	0	0	0
34	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
35	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
36	87	30	180	0	3	40	3	8	3	30	3	300	0	0	0	0	0	0
37	91	30	180	0	4	8	3	38	3	5	3	28	3	300	0	0	0	0
38	90	30	180	0	2	42	3	42	3	300	0	0	0	0	0	0	0	0
39	107	30	180	0	4	8	3	40	3	5	3	42	3	300	0	0	0	0
40	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
41	67	30	180	0	3	25	3	5	3	28	3	300	0	0	0	0	0	0
42	96	30	180	0	3	42	3	5	3	40	3	300	0	0	0	0	0	0
43	76	30	180	0	2	40	3	30	3	300	0	0	0	0	0	0	0	0
44	78	30	180	0	4	3	3	30	3	3	3	30	3	300	0	0	0	0
45	76	30	180	0	2	42	3	28	3	300	0	0	0	0	0	0	0	0
46	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
47	64	30	180	0	3	22	3	5	3	28	3	300	0	0	0	0	0	0
48	91	30	180	0	4	8	3	38	3	5	3	28	3	300	0	0	0	0
49	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
50	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
51	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
52	91	30	180	0	4	8	3	38	3	5	3	28	3	300	0	0	0	0
53	97	30	180	0	4	5	3	30	3	8	3	42	3	300	0	0	0	0
54	67	30	180	0	3	25	3	5	3	28	3	300	0	0	0	0	0	0
55	64	30	180	0	2	30	3	28	3	300	0	0	0	0	0	0	0	0
56	67	30	180	0	3	25	3	5	3	28	3	300	0	0	0	0	0	0
57	91	30	180	0	4	8	3	38	3	5	3	28	3	300	0	0	0	0
58	66	30	180	0	3	22	3	5	3	30	3	300	0	0	0	0	0	0
59	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
60	82	30	180	0	3	25	3	8	3	40	3	300	0	0	0	0	0	0
61	75	30	180	0	3	30	3	8	3	28	3	300	0	0	0	0	0	0
62	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
63	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
64	75	30	180	0	3	28	3	8	3	30	3	300	0	0	0	0	0	0
65	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
66	62	30	180	0	2	28	3	28	3	300	0	0	0	0	0	0	0	0
67	88	30	180	0	4	4	3	28	3	8	3	36	3	300	0	0	0	0
68	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
69	70	30	180	0	3	28	3	5	3	28	3	300	0	0	0	0	0	0
70	64	30	180	0	2	28	3	30	3	300	0	0	0	0	0	0	0	0
71	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
72	88	30	180	0	4	8	3	30	3	8	3	30	3	300	0	0	0	0
73	93	30	180	0	3	38	3	8	3	38	3	300	0	0	0	0	0	0
74	95	30	180	0	3	38	3	8	3	40	3	300	0	0	0	0	0	0
75	72	30	180	0	4	5	3	20	3	5	3	30	3	300	0	0	0	0
76	91	30	180	0	4	8	3	38	3	5	3	28	3	300	0	0	0	0
77	64	30	180	0	3	22	3	5	3	28	3	300	0	0	0	0	0	0
78	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
79	77	30	180	0	3	30	3	8	3	30	3	300	0	0	0	0	0	0
80	91	30	180	0	4	8	3	38	3	5	3	28	3	300	0	0	0	0
81	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
82	70	30	180	0	3	28	3	5	3	28	3	300	0	0	0	0	0	0
83	76	30	180	0	2	40	3	30	3	300	0	0	0	0	0	0	0	0
84	77	30	180	0	3	8	3	38	3	22	3	300	0	0	0	0	0	0
85	82	30	180	0	3	28	3	10	3	35	3	300	0	0	0	0	0	0
86	74	30	180	0	2	30	3	38	3	300	0	0	0	0	0	0	0	0
87	83	30	180	0	3	28	3	8	3	38	3	300	0	0	0	0	0	0
88	75	30	180	0	4	5	3	28	3	5	3	25	3	300	0	0	0	0
89	88	30	180	0	4	8	3	38	3	5	3	25	3	300	0	0	0	0
