Lane prohibitor file 12/16/16 all the links with only one phase 111 are deleted; no need for lane stripping
883
1	1	3	100	010	011	00000	00000	00000				
2	2	3	100	010	011	00000	00000	00000				
3	3	3	100	010	011	00000	00000	00000				
4	7	2	100	011	00000	00000						
5	9	2	100	011	00000	00000						
6	11	2	100	011	00000	00000						
7	19	2	100	011	00000	00000						
8	24	2	100	011	00000	00000						
9	28	2	100	011	00000	00000						
11	35	3	100	010	011	00000	00000	00000				
12	40	2	100	011	00000	00000						
13	43	2	100	011	00000	00000						
15	52	2	100	011	00000	00000						
17	61	2	100	011	00000	00000						
18	64	2	100	011	00000	00000						
20	83	2	100	011	00000	00000						
23	101	3	100	010	011	00000	00000	00000				
24	105	2	100	011	00000	00000						
25	111	2	100	011	00000	00000						
26	118	2	100	011	00000	00000						
27	125	2	100	011	00000	00000						
28	131	2	100	011	00000	00000						
30	135	3	100	010	011	00000	00000	00000				
31	136	2	100	011	00000	00000						
32	137	2	100	011	00000	00000						
33	138	2	100	011	00000	00000						
34	140	2	100	011	00000	00000						
35	141	2	100	011	00000	00000						
36	156	2	100	011	00000	00000						
38	167	2	100	011	00000	00000						
39	170	2	100	011	00000	00000						
40	173	3	100	010	011	00000	00000	00000				
41	178	3	100	010	011	00000	00000	00000				
43	185	2	100	011	00000	00000						
44	186	3	100	010	011	00000	00000	00000				
45	189	2	100	011	00000	00000						
46	193	3	100	010	011	00000	00000	00000				
50	227	2	100	011	00000	00000						
51	231	2	100	011	00000	00000						
52	232	2	100	011	00000	00000						
53	238	3	100	010	011	00000	00000	00000				
54	239	2	100	011	00000	00000						
55	240	3	100	010	011	00000	00000	00000				
56	242	2	100	011	00000	00000						
57	248	2	100	011	00000	00000						
58	259	2	100	011	00000	00000						
61	291	3	100	010	011	00000	00000   00000						
65	309	2	100	011	00000	00000						
66	315	3	100	010	011	00000	00000	00000				
67	317	3	100	010	011	00000	00000	00000				
68	318	2	100	011	00000	00000						
69	319	2	100	011	00000	00000						
70	320	2	100	011	00000	00000						
71	324	2	100	011	00000	00000						
72	325	2	100	011	00000	00000						
73	326	2	100	011	00000	00000						
74	332	2	100	011	00000	00000						
75	342	2	100	011	00000	00000						
76	347	2	100	011	00000	00000						
79	355	2	100	011	00000	00000						
80	361	2	100	011	00000	00000						
81	363	2	100	011	00000	00000						
82	367	2	100	011	00000	00000						
83	371	2	100	011	00000	00000						
84	374	3	100	010	011	00000	00000	00000				
85	376	2	100	011	00000	00000						
86	381	2	100	011	00000	00000						
87	382	3	100	010	011	00000	00000	00000				
88	384	2	100	011	00000	00000						
89	428	2	100	011	00000	00000						
90	431	2	100	011	00000	00000						
91	440	2	100	011	00000	00000						
92	472	2	100	011	00000	00000						
93	473	3	100	010	011	00000	00000	00000				
94	479	2	100	011	00000	00000						
95	483	2	100	011	00000	00000						
96	485	2	100	011	00000	00000						
97	491	2	100	011	00000	00000						
98	498	2	100	011	00000	00000						
99	499	2	100	011	00000	00000						
100	500	2	100	011	00000	00000						
101	518	2	100	011	00000	00000						
102	520	2	100	011	00000	00000						
103	523	2	100	011	00000	00000						
104	525	2	100	011	00000	00000						
105	526	2	100	011	00000	00000						
106	527	2	100	011	00000	00000						
107	528	2	100	011	00000	00000						
108	529	2	100	011	00000	00000						
109	530	2	100	011	00000	00000						
110	532	2	100	011	00000	00000						
111	533	2	100	011	00000	00000						
112	534	2	100	011	00000	00000						
113	535	2	100	011	00000	00000						
114	536	2	100	011	00000	00000						
115	537	2	100	011	00000	00000						
116	538	2	100	011	00000	00000						
117	540	2	100	011	00000	00000						
118	547	2	100	011	00000	00000						
119	548	3	100	010	011	00000	00000	00000				
120	549	2	100	011	00000	00000						
121	550	3	100	010	011	00000	00000	00000				
122	551	2	100	011	00000	00000						
123	554	2	100	011	00000	00000						
124	556	2	100	011	00000	00000						
125	559	2	100	011	00000	00000						
126	562	2	100	011	00000	00000						
127	563	2	100	011	00000	00000						
128	565	2	100	011	00000	00000						
129	566	2	100	011	00000	00000						
130	567	2	100	011	00000	00000						
131	568	2	100	011	00000	00000						
134	593	2	100	011	00000	00000						
135	598	2	100	011	00000	00000						
136	601	2	100	011	00000	00000						
137	613	3	100	010	011	00000	00000	00000				
138	622	2	100	011	00000	00000						
139	626	2	100	011	00000	00000						
140	627	2	100	011	00000	00000						
141	629	2	100	011	00000	00000						
142	630	2	100	011	00000	00000						
143	631	2	100	011	00000	00000						
144	637	3	100	010	011	00000	00000	00000				
145	640	3	100	010	011	00000	00000	00000				
146	653	2	100	011	00000	00000						
147	660	2	100	011	00000	00000						
148	661	2	100	011	00000	00000						
149	671	4	100	110	010	011	00000	00000	00000	00000		
150	675	2	100	011	00000	00000						
151	676	2	100	011	00000	00000						
152	684	2	100	011	00000	00000						
153	685	2	100	011	00000	00000						
154	686	3	100	010	011	00000	00000	00000				
155	687	2	100	011	00000	00000						
156	689	2	100	011	00000	00000						
157	698	3	100	010	011	00000	00000	00000				
158	700	2	100	011	00000	00000						
159	702	2	100	011	00000	00000						
160	708	2	100	011	00000	00000						
161	710	2	100	011	00000	00000						
162	713	2	100	011	00000	00000						
163	717	2	100	011	00000	00000						
164	728	2	100	011	00000	00000						
165	729	2	100	011	00000	00000						
166	731	3	100	010	011	00000	00000	00000				
167	737	2	100	011	00000	00000						
168	738	2	100	011	00000	00000						
169	739	2	100	011	00000	00000						
170	740	2	100	011	00000	00000						
171	743	2	100	011	00000	00000						
172	744	2	100	011	00000	00000						
173	746	3	100	010	011	00000	00000	00000				
174	747	2	100	011	00000	00000						
175	753	2	100	011	00000	00000						
176	754	2	100	011	00000	00000						
177	755	2	100	011	00000	00000						
178	761	3	100	010	011	00000	00000	00000				
179	762	3	100	010	011	00000	00000	00000				
180	763	2	100	011	00000	00000						
181	764	2	100	011	00000	00000						
182	765	2	100	011	00000	00000						
183	766	2	100	011	00000	00000						
184	771	2	100	011	00000	00000						
186	774	2	100	011	00000	00000						
187	776	3	100	010	011	00000	00000	00000				
188	777	3	100	010	011	00000	00000	00000				
189	779	2	100	011	00000	00000						
190	780	3	100	010	011	00000	00000	00000				
200	818	3	100	010	011	00000	00000	00000				
209	837	2	100	011	00000	00000						
214	844	2	100	011	00000	00000						
215	847	2	100	011	00000	00000						
216	849	3	100	010	011	00000	00000	00000				
217	850	2	100	011	00000	00000						
218	851	3	100	010	011	00000	00000	00000				
219	852	2	100	011	00000	00000						
220	853	2	100	011	00000	00000						
221	855	2	100	011	00000	00000						
222	857	2	100	011	00000	00000						
223	858	2	100	011	00000	00000						
224	859	2	100	011	00000	00000						
226	866	2	100	011	00000	00000						
227	872	2	100	011	00000	00000						
228	874	2	100	011	00000	00000						
229	882	2	100	011	00000	00000						
230	886	2	100	011	00000	00000						
231	888	3	100	010	011	00000	00000	00000				
232	891	2	100	011	00000	00000						
233	892	2	100	011	00000	00000						
234	893	2	100	011	00000	00000						
235	897	2	100	011	00000	00000						
236	900	2	100	011	00000	00000						
237	905	2	100	011	00000	00000						
238	909	2	100	011	00000	00000						
239	911	3	100	010	011	00000	00000	00000				
240	916	2	100	011	00000	00000						
241	917	2	100	011	00000	00000						
242	919	2	100	011	00000	00000						
243	927	2	100	011	00000	00000						
244	929	2	100	011	00000	00000						
245	932	3	100	010	011	00000	00000	00000				
246	933	3	100	010	011	00000	00000	00000				
247	934	2	100	011	00000	00000						
248	936	2	100	011	00000	00000						
249	941	2	100	011	00000	00000						
250	942	2	100	011	00000	00000						
251	945	2	100	011	00000	00000						
252	947	2	100	011	00000	00000						
253	948	3	100	010	011	00000	00000	00000				
254	964	2	100	011	00000	00000						
255	966	3	100	010	011	00000	00000	00000				
258	987	2	100	011	00000	00000						
259	999	2	100	011	00000	00000						
263	1026	3	100	010	011	00000	00000	00000				
264	1037	2	100	011	00000	00000						
265	1039	2	100	011	00000	00000						
266	1040	2	100	011	00000	00000						
267	1042	2	100	011	00000	00000						
269	1051	2	100	011	00000	00000						
270	1055	2	100	011	00000	00000						
271	1108	3	100	010	011	00000	00000	00000				
272	1159	2	100	011	00000	00000						
273	1181	2	100	011	00000	00000						
274	1183	2	100	011	00000	00000						
275	1184	3	100	010	011	00000	00000	00000				
276	1206	2	100	011	00000	00000						
277	1232	2	100	011	00000	00000						
278	1250	2	100	011	00000	00000						
279	1252	2	100	011	00000	00000						
280	1254	2	100	011	00000	00000						
281	1256	3	100	010	011	00000	00000	00000				
282	1283	2	100	011	00000	00000						
283	1306	2	100	011	00000	00000						
284	1322	3	100	010	011	00000	00000	00000				
285	1350	2	100	011	00000	00000						
286	1354	3	100	010	011	00000	00000	00000				
287	1448	2	100	011	00000	00000						
289	1470	2	100	011	00000	00000						
290	1473	3	100	011	001	00000	00000	00000						
291	1476	2	100	011	00000	00000						
292	1484	3	100	010	011	00000	00000	00000				
293	1500	2	100	011	00000	00000						
294	1503	2	100	011	00000	00000						
295	1507	2	100	011	00000	00000						
