Mic_Zone_ID,TAZ_ID,attr,,,,,,,,
864,21528000,0,,,,,,,,
865,21940000,0,,,,,,,,
866,21945000,0,,,,,,,,
867,21942000,0,,,,,,,,
868,21994000,0,,,,,,,,
869,21945000,0,,,,,,,,
870,21527000,0,,,,,,,,
871,21943000,0,,,,,,,,
872,21991000,0,,,,,,,,
873,22002000,0,,,,,,,,
874,21944000,0,,,,,,,,
875,21544000,0,,,,,,,,
876,21532000,0,,,,,,,,
877,21518000,0,,,,,,,,
878,21947000,0,,,,,,,,
879,21948000,0,,,,,,,,
880,21537000,0,,,,,,,,
881,21542000,0,,,,,,,,
882,21995000,0,,,,,,,,
883,21946000,0,,,,,,,,
884,21946000,0,,,,,,,,
885,21948000,0,,,,,,,,
886,22002000,0,,,,,,,,
887,21531000,0,,,,,,,,
888,21534000,0,,,,,,,,
889,21531000,0,,,,,,,,
890,21547000,0,,,,,,,,
891,21541000,0,,,,,,,,
892,21544000,0,,,,,,,,
893,21996000,0,,,,,,,,
894,21947000,0,,,,,,,,
895,21544000,0,,,,,,,,
896,21952000,0,,,,,,,,
897,21550000,0,,,,,,,,
898,21545000,0,,,,,,,,
899,21950000,0,,,,,,,,
900,22012000,0,,,,,,,,
901,21550000,0,,,,,,,,
902,21544000,0,,,,,,,,
903,21540000,0,,,,,,,,
904,21555000,0,,,,,,,,
905,21544000,0,,,,,,,,
906,21544000,0,,,,,,,,
907,21537000,0,,,,,,,,
908,21543000,0,,,,,,,,
909,21544000,0,,,,,,,,
910,22003000,0,,,,,,,,
911,21544000,0,,,,,,,,
912,22004000,0,,,,,,,,
913,21556000,0,,,,,,,,
914,21549000,0,,,,,,,,
915,21954000,0,,,,,,,,
916,22009000,0,,,,,,,,
917,22009000,0,,,,,,,,
918,21553000,0,,,,,,,,
919,21553000,0,,,,,,,,
920,22016000,0,,,,,,,,
921,22009000,0,,,,,,,,
922,21553000,0,,,,,,,,
923,21557000,0,,,,,,,,
924,21953000,0,,,,,,,,
925,22009000,0,,,,,,,,
926,21557000,0,,,,,,,,
927,21560000,0,,,,,,,,
928,22016000,0,,,,,,,,
929,21553000,0,,,,,,,,
930,21540000,0,,,,,,,,
931,22003000,0,,,,,,,,
932,21561000,0,,,,,,,,
933,21561000,0,,,,,,,,
934,22009000,0,,,,,,,,
935,21576000,0,,,,,,,,
936,21559000,0,,,,,,,,
937,21540000,0,,,,,,,,
938,22012000,0,,,,,,,,
939,22006000,0,,,,,,,,
940,22006000,0,,,,,,,,
941,22006000,0,,,,,,,,
942,21553000,0,,,,,,,,
943,21553000,0,,,,,,,,
944,21574000,0,,,,,,,,
945,21559000,0,,,,,,,,
946,22009000,0,,,,,,,,
947,22016000,0,,,,,,,,
948,21582000,0,,,,,,,,
949,22016000,0,,,,,,,,
950,21576000,0,,,,,,,,
951,22016000,0,,,,,,,,
952,21591000,0,,,,,,,,
953,21590000,0,,,,,,,,
954,22022000,0,,,,,,,,
955,22022000,0,,,,,,,,
956,21591000,0,,,,,,,,
957,21590000,0,,,,,,,,
958,21570000,0,,,,,,,,
959,22022000,0,,,,,,,,
960,22022000,0,,,,,,,,
961,22016000,0,,,,,,,,
962,21587000,0,,,,,,,,
963,22016000,0,,,,,,,,
964,21571000,0,,,,,,,,
965,21587000,0,,,,,,,,
966,21587000,0,,,,,,,,
967,21591000,0,,,,,,,,
968,21591000,0,,,,,,,,
969,22022000,0,,,,,,,,
970,22022000,0,,,,,,,,
971,21585000,0,,,,,,,,
972,21571000,0,,,,,,,,
973,21575000,0,,,,,,,,
974,21571000,0,,,,,,,,
975,21575000,0,,,,,,,,
976,21587000,0,,,,,,,,
977,21577000,0,,,,,,,,
978,21566000,0,,,,,,,,
979,21571000,0,,,,,,,,
980,21585000,0,,,,,,,,
981,22012000,0,,,,,,,,
982,21590000,0,,,,,,,,
983,21587000,0,,,,,,,,
984,21608000,0,,,,,,,,
985,21582000,0,,,,,,,,
986,21592000,0,,,,,,,,
987,21590000,0,,,,,,,,
988,22032000,0,,,,,,,,
989,21587000,0,,,,,,,,
990,22032000,0,,,,,,,,
991,22031000,0,,,,,,,,
992,21579000,0,,,,,,,,
993,21592000,0,,,,,,,,
994,21608000,0,,,,,,,,
995,21600000,0,,,,,,,,
996,21608000,0,,,,,,,,
997,21607000,0,,,,,,,,
998,21582000,0,,,,,,,,
999,22032000,0,,,,,,,,
1000,22031000,0,,,,,,,,
1001,22024000,0,,,,,,,,
1002,21611000,0,,,,,,,,
1003,21611000,0,,,,,,,,
1004,21593000,0,,,,,,,,
1005,21611000,0,,,,,,,,
1006,22031000,0,,,,,,,,
1007,21620000,0,,,,,,,,
1008,21614000,0,,,,,,,,
1009,21614000,0,,,,,,,,
1010,21625000,0,,,,,,,,
1011,21624000,0,,,,,,,,
1012,22032000,0,,,,,,,,
1013,21609000,0,,,,,,,,
1014,21608000,0,,,,,,,,
1015,21608000,0,,,,,,,,
1016,22032000,0,,,,,,,,
1017,21601000,0,,,,,,,,
1018,21632000,0,,,,,,,,
1019,21626000,0,,,,,,,,
1020,22036000,0,,,,,,,,
1021,21607000,0,,,,,,,,
1022,21620000,0,,,,,,,,
1023,21604000,0,,,,,,,,
1024,21633000,0,,,,,,,,
1025,22043000,0,,,,,,,,
1026,21617000,0,,,,,,,,
1027,22036000,0,,,,,,,,
1028,21608000,0,,,,,,,,
1029,22039000,0,,,,,,,,
1030,21636000,0,,,,,,,,
1031,21641000,0,,,,,,,,
1032,22039000,0,,,,,,,,
1033,21625000,0,,,,,,,,
1034,21624000,0,,,,,,,,
1035,21634000,0,,,,,,,,
1036,21640000,0,,,,,,,,
1037,21635000,0,,,,,,,,
1038,21647000,0,,,,,,,,
1039,21647000,0,,,,,,,,
1040,21634000,0,,,,,,,,
1041,21634000,0,,,,,,,,
1042,21632000,0,,,,,,,,
1043,21630000,0,,,,,,,,
1044,21646000,0,,,,,,,,
1045,21644000,0,,,,,,,,
1046,21639000,0,,,,,,,,
1047,21638000,0,,,,,,,,
1048,21649000,0,,,,,,,,
1049,21638000,0,,,,,,,,
1050,21640000,0,,,,,,,,
1051,21647000,0,,,,,,,,
1052,21647000,0,,,,,,,,
1053,21647000,0,,,,,,,,
1054,21648000,0,,,,,,,,
1055,21641000,0,,,,,,,,
1056,21657000,0,,,,,,,,
1057,21651000,0,,,,,,,,
1058,21661000,0,,,,,,,,
1059,21662000,0,,,,,,,,
1060,21666000,0,,,,,,,,
1061,21663000,0,,,,,,,,
1062,21669000,0,,,,,,,,
1063,21667000,0,,,,,,,,
1064,21682000,0,,,,,,,,
1065,21683000,0,,,,,,,,
1066,21692000,0,,,,,,,,
1067,21688000,0,,,,,,,,
1068,21690000,0,,,,,,,,
1069,21690000,0,,,,,,,,
1070,21682000,0,,,,,,,,
1071,21690000,0,,,,,,,,
1072,21690000,0,,,,,,,,
1073,21694000,0,,,,,,,,
1074,21688000,0,,,,,,,,
1075,21692000,0,,,,,,,,
1076,21690000,0,,,,,,,,
1077,21690000,0,,,,,,,,
1078,21683000,0,,,,,,,,
1079,21689000,0,,,,,,,,
1080,21695000,0,,,,,,,,
1081,21700000,0,,,,,,,,
1082,21692000,0,,,,,,,,
1083,21710000,0,,,,,,,,
1084,21710000,0,,,,,,,,
1085,21713000,0,,,,,,,,
1086,21714000,0,,,,,,,,
1087,21708000,0,,,,,,,,
1088,21715000,0,,,,,,,,
1089,21702000,0,,,,,,,,
1090,21719000,0,,,,,,,,
1091,21702000,0,,,,,,,,
1092,21708000,0,,,,,,,,
1093,21722000,0,,,,,,,,
1094,21702000,0,,,,,,,,
1095,21724000,0,,,,,,,,
113,20834000,1,,,,,,,,
521,20990000,1,,,,,,,,
1024,21615000,1,,,,,,,,
1031,21612000,1,,,,,,,,
923,21558000,1,,,,,,,,
209,20824000,1,,,,,,,,
101,20831000,1,,,,,,,,
618,21048000,1,,,,,,,,
1078,21701000,1,,,,,,,,
1054,21674000,1,,,,,,,,
1079,21703000,1,,,,,,,,
1062,21677000,1,,,,,,,,
42,20763000,1,,,,,,,,
87,20771000,1,,,,,,,,
25,20754000,1,,,,,,,,
14,20748000,1,,,,,,,,
82,20775000,1,,,,,,,,
82,20779000,1,,,,,,,,
80,20829000,1,,,,,,,,
94,20530000,1,,,,,,,,
86,20529000,1,,,,,,,,
108,20789000,1,,,,,,,,
47,20510000,1,,,,,,,,
54,20518000,1,,,,,,,,
102,20527000,1,,,,,,,,
61,20532000,1,,,,,,,,
101,20830000,1,,,,,,,,
113,20841000,1,,,,,,,,
111,20833000,1,,,,,,,,
218,20868000,1,,,,,,,,
237,20863000,1,,,,,,,,
194,20851000,1,,,,,,,,
173,20848000,1,,,,,,,,
157,20849000,1,,,,,,,,
239,20865000,1,,,,,,,,
291,20889000,1,,,,,,,,
332,20902000,1,,,,,,,,
328,20909000,1,,,,,,,,
298,20894000,1,,,,,,,,
465,20952000,1,,,,,,,,
388,20921000,1,,,,,,,,
523,20981000,1,,,,,,,,
604,21006000,1,,,,,,,,
1025,22034000,1,,,,,,,,
1001,22026000,1,,,,,,,,
938,22007000,1,,,,,,,,
941,22014000,1,,,,,,,,
981,22027000,1,,,,,,,,
1012,22030000,1,,,,,,,,
873,21979000,1,,,,,,,,
1027,22040000,1,,,,,,,,
575,21025000,1,,,,,,,,
608,21029000,1,,,,,,,,
677,21061000,1,,,,,,,,
630,21051000,1,,,,,,,,
577,21010000,1,,,,,,,,
632,21028000,1,,,,,,,,
621,21046000,1,,,,,,,,
992,21597000,1,,,,,,,,
1026,21603000,1,,,,,,,,
1064,21664000,1,,,,,,,,
944,21572000,1,,,,,,,,
1050,21668000,1,,,,,,,,
958,21580000,1,,,,,,,,
1004,21599000,1,,,,,,,,
1013,21618000,1,,,,,,,,
950,21564000,1,,,,,,,,
1023,21637000,1,,,,,,,,
913,21539000,1,,,,,,,,
1072,21676000,1,,,,,,,,
944,21548000,1,,,,,,,,
877,21538000,1,,,,,,,,
870,21516000,1,,,,,,,,
1004,21588000,1,,,,,,,,
1004,21596000,1,,,,,,,,
978,21567000,1,,,,,,,,
801,21511000,1,,,,,,,,
891,21513000,1,,,,,,,,
801,21500000,1,,,,,,,,
978,21589000,1,,,,,,,,
995,21584000,1,,,,,,,,
977,21594000,1,,,,,,,,
933,21562000,1,,,,,,,,
888,21533000,1,,,,,,,,
797,21514000,1,,,,,,,,
1013,21616000,1,,,,,,,,
977,21578000,1,,,,,,,,
1019,21619000,1,,,,,,,,
934,22010000,1,,,,,,,,
843,21989000,1,,,,,,,,
375,21165000,1,,,,,,,,
251,21138000,1,,,,,,,,
375,21167000,1,,,,,,,,
299,21154000,1,,,,,,,,
376,21162000,1,,,,,,,,
392,21175000,1,,,,,,,,
412,21184000,1,,,,,,,,
412,21182000,1,,,,,,,,
376,21178000,1,,,,,,,,
445,21192000,1,,,,,,,,
462,21200000,1,,,,,,,,
470,21199000,1,,,,,,,,
355,21176000,1,,,,,,,,
308,21159000,1,,,,,,,,
445,21191000,1,,,,,,,,
445,21194000,1,,,,,,,,
355,21169000,1,,,,,,,,
392,21190000,1,,,,,,,,
543,21012000,1,,,,,,,,
549,21218000,1,,,,,,,,
462,21212000,1,,,,,,,,
496,21211000,1,,,,,,,,
431,21181000,1,,,,,,,,
446,21193000,1,,,,,,,,
446,21208000,1,,,,,,,,
524,21215000,1,,,,,,,,
445,21203000,1,,,,,,,,
361,21156000,1,,,,,,,,
431,21180000,1,,,,,,,,
634,21235000,1,,,,,,,,
591,21234000,1,,,,,,,,
502,20959000,1,,,,,,,,
295,20893000,1,,,,,,,,
259,20879000,1,,,,,,,,
705,21078000,1,,,,,,,,
662,21077000,1,,,,,,,,
393,20912000,1,,,,,,,,
744,21489000,1,,,,,,,,
799,21493000,1,,,,,,,,
777,21498000,1,,,,,,,,
799,21515000,1,,,,,,,,
456,20954000,1,,,,,,,,
506,20957000,1,,,,,,,,
333,20897000,1,,,,,,,,
636,21094000,1,,,,,,,,
284,20890000,1,,,,,,,,
636,21095000,1,,,,,,,,
950,21568000,1,,,,,,,,
199,21113000,1,,,,,,,,
251,21124000,1,,,,,,,,
171,21112000,1,,,,,,,,
96,21111000,1,,,,,,,,
96,20799000,1,,,,,,,,
133,20794000,1,,,,,,,,
229,21129000,1,,,,,,,,
234,20825000,1,,,,,,,,
185,20809000,1,,,,,,,,
161,20816000,1,,,,,,,,
211,20853000,1,,,,,,,,
202,20819000,1,,,,,,,,
183,20814000,1,,,,,,,,
97,20791000,1,,,,,,,,
212,20864000,1,,,,,,,,
158,20846000,1,,,,,,,,
82,20776000,1,,,,,,,,
113,20837000,1,,,,,,,,
113,20835000,1,,,,,,,,
223,21130000,1,,,,,,,,
248,20872000,1,,,,,,,,
194,20857000,1,,,,,,,,
536,21217000,1,,,,,,,,
958,21573000,1,,,,,,,,
636,21039000,1,,,,,,,,
703,21096000,1,,,,,,,,
502,20978000,1,,,,,,,,
645,21080000,1,,,,,,,,
785,21106000,1,,,,,,,,
797,21494000,1,,,,,,,,
704,21104000,1,,,,,,,,
596,21043000,1,,,,,,,,
701,21099000,1,,,,,,,,
785,21107000,1,,,,,,,,
640,21045000,1,,,,,,,,
748,21108000,1,,,,,,,,
795,21502000,1,,,,,,,,
849,21523000,1,,,,,,,,
814,21503000,1,,,,,,,,
641,21031000,1,,,,,,,,
876,21536000,1,,,,,,,,
898,21535000,1,,,,,,,,
734,21082000,1,,,,,,,,
907,21552000,1,,,,,,,,
734,21083000,1,,,,,,,,
693,21091000,1,,,,,,,,
706,21908000,1,,,,,,,,
694,21906000,1,,,,,,,,
780,21915000,1,,,,,,,,
666,21066000,1,,,,,,,,
745,21919000,1,,,,,,,,
611,21036000,1,,,,,,,,
749,21909000,1,,,,,,,,
665,21064000,1,,,,,,,,
550,20998000,1,,,,,,,,
604,21004000,1,,,,,,,,
699,21101000,1,,,,,,,,
844,21938000,1,,,,,,,,
844,21931000,1,,,,,,,,
763,21925000,1,,,,,,,,
783,21926000,1,,,,,,,,
780,21922000,1,,,,,,,,
780,21920000,1,,,,,,,,
916,21951000,1,,,,,,,,
811,21935000,1,,,,,,,,
811,21928000,1,,,,,,,,
915,21955000,1,,,,,,,,
896,21949000,1,,,,,,,,
1065,21675000,1,,,,,,,,
1081,21711000,1,,,,,,,,
1013,21627000,1,,,,,,,,
1055,21653000,1,,,,,,,,
1055,21655000,1,,,,,,,,
1086,21712000,1,,,,,,,,
1054,21679000,1,,,,,,,,
1018,21610000,1,,,,,,,,
1046,21659000,1,,,,,,,,
1089,21717000,1,,,,,,,,
1081,21705000,1,,,,,,,,
1079,21691000,1,,,,,,,,
1065,21678000,1,,,,,,,,
1018,21606000,1,,,,,,,,
1024,21613000,1,,,,,,,,
993,21602000,1,,,,,,,,
1057,21671000,1,,,,,,,,
1063,21685000,1,,,,,,,,
1042,21660000,1,,,,,,,,
1065,21658000,1,,,,,,,,
1018,21629000,1,,,,,,,,
1024,21631000,1,,,,,,,,
995,21598000,1,,,,,,,,
1081,21693000,1,,,,,,,,
1048,21642000,1,,,,,,,,
103,20535000,1,,,,,,,,
102,20531000,1,,,,,,,,
298,20884000,1,,,,,,,,
271,20883000,1,,,,,,,,
127,20549000,1,,,,,,,,
129,20548000,1,,,,,,,,
437,20944000,1,,,,,,,,
312,20611000,1,,,,,,,,
436,20629000,1,,,,,,,,
521,20963000,1,,,,,,,,
217,20577000,1,,,,,,,,
288,20590000,1,,,,,,,,
325,20612000,1,,,,,,,,
422,20620000,1,,,,,,,,
366,20614000,1,,,,,,,,
342,20613000,1,,,,,,,,
288,20597000,1,,,,,,,,
339,20608000,1,,,,,,,,
216,20587000,1,,,,,,,,
224,20585000,1,,,,,,,,
214,20580000,1,,,,,,,,
304,20591000,1,,,,,,,,
235,20588000,1,,,,,,,,
304,20600000,1,,,,,,,,
304,20599000,1,,,,,,,,
321,20617000,1,,,,,,,,
304,20605000,1,,,,,,,,
305,20601000,1,,,,,,,,
249,20592000,1,,,,,,,,
398,20627000,1,,,,,,,,
366,20628000,1,,,,,,,,
545,20642000,1,,,,,,,,
580,20644000,1,,,,,,,,
582,20645000,1,,,,,,,,
314,20619000,1,,,,,,,,
154,20551000,1,,,,,,,,
160,20852000,1,,,,,,,,
94,20538000,1,,,,,,,,
110,20540000,1,,,,,,,,
240,20584000,1,,,,,,,,
314,20618000,1,,,,,,,,
512,20958000,1,,,,,,,,
422,20635000,1,,,,,,,,
548,20989000,1,,,,,,,,
658,20648000,1,,,,,,,,
747,21970000,1,,,,,,,,
696,21956000,1,,,,,,,,
681,21958000,1,,,,,,,,
812,21980000,1,,,,,,,,
416,20935000,1,,,,,,,,
542,21001000,1,,,,,,,,
489,20637000,1,,,,,,,,
863,21983000,1,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
