Subnetwork1pm Peak through off peak
62440   0   0   0.95
1	136	67	366.09	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
2	133	3	415.83	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
3	133	5	537.38	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
4	133	6	430.59	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
5	133	7	415.83	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
6	133	8	446.35	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
7	133	14	402.08	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
8	133	18	446.35	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
9	133	21	164.99	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
10	133	22	147.54	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
11	133	23	505.23	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
12	133	27	475.07	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
13	133	29	378.76	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
14	1	131	1.7425	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
15	1	2	1.1275	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
16	1	3	3.075	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
17	1	4	1.1275	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
18	1	5	4.715	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
19	1	6	3.1775	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
20	1	7	3.075	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
21	1	8	3.5875	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
22	1	14	2.665	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
23	1	18	3.5875	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
24	1	132	37.207	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
25	1	134	2.7675	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
26	1	23	4.305	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
27	1	27	3.69	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
28	1	29	2.46	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
29	1	37	2.05	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
30	131	1	2.05	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
31	131	2	0.41	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
32	131	3	2.3575	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
33	131	4	0.41	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
34	131	5	3.69	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
35	131	6	2.46	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
36	131	7	2.3575	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
37	131	8	2.7675	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
38	131	14	2.05	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
39	131	18	2.7675	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
40	131	134	3.5875	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
41	131	23	3.1775	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
42	131	27	2.7675	0.05	0	3600	0.8	0.2	0	0	0	0	1	0
