Grade file for LASUB3
3556
1	0.0077922
2	0.0078534
3	0.018519
4	0
5	-0.0051546
6	0.0066225
7	0.029557
8	-0.0055249
9	0.0051414
10	0.0049261
11	0.0078125
12	0.0049261
13	0.01087
14	-0.016667
15	0
16	0.022222
17	0
18	-0.005102
19	0.0045872
20	0
21	0
22	0
23	0.010309
24	-0.012945
25	0.02451
26	-0.0096154
27	0
28	0.0074257
29	0.0026455
30	-0.0079365
31	0
32	-0.0054645
33	0
34	0.0052083
35	0
36	0.0044843
37	0.0040161
38	0
39	0.0052632
40	-0.004065
41	0
42	0
43	0.004878
44	0.010309
45	0
46	0.0035336
47	0
48	0
49	0
50	-0.0034843
51	-0.0065147
52	0
53	0
54	0
55	0.0083333
56	0
57	-0.0073206
58	0
59	0.0048544
60	0
61	0
62	0.0046404
63	0.005618
64	-0.0049751
65	0
67	0.025773
68	0.027027
69	0.0095238
70	0.04
71	-0.016807
72	0
73	0
74	0.0056497
75	-0.0033557
76	-0.0025707
77	0
78	0
79	0.0058651
80	0
81	0
82	0.0019782
83	0
84	0
85	0.005
86	0.0076336
87	0
88	0.0050633
89	0.01087
90	0.020408
91	0.010582
92	-0.0036232
93	0
94	0
95	0
96	-0.006993
97	0.0021505
98	-0.011236
99	0.0092593
100	-0.014851
101	0.0038168
102	-0.0050251
103	0
104	0
105	0.0035088
106	0
107	0
108	0
109	-0.0043103
110	0
111	0
112	0
113	0.0065789
114	0.0049751
115	-0.0042553
116	0.0087719
117	0.0097087
118	0
119	-0.0053191
120	0.012072
121	0.013793
122	0
123	0
124	0.0037175
125	-0.0021186
126	0
127	-0.0047059
128	0.0050125
129	-0.013636
130	0.0043478
131	0
132	-0.0075472
133	0.0035842
134	0
135	0.013304
136	-0.0030675
137	0.00369
138	0.004329
139	0
140	-0.013889
141	0
142	0.0034364
143	0
144	-0.0075188
145	0.0024938
146	0
147	0.0025707
148	0.0040984
149	0
150	0
151	0.0076628
152	0
153	0
154	0
155	0
156	0.0042017
157	0.009901
158	0
159	0
160	0.0035211
161	0
162	0
163	0
164	0
165	0
166	0
167	0.0044643
168	0.0034483
169	0
170	0.005102
171	0.0022523
172	0.0032787
173	0
174	0.0053191
175	0.0046512
176	0.0050336
177	0.0049834
178	0.0051813
179	0.027972
180	-0.016129
181	0.030612
182	0.042105
183	0.015748
184	0.02
185	-0.0034965
186	0.023753
187	0.009009
189	0.0094044
190	0
191	0.045802
192	0.0125
193	0.0037777
194	0.011321
195	0
196	0.011494
197	0.0026846
198	0
199	-0.0062893
200	0.017606
201	0.0036258
202	0
203	0.010714
204	-0.023585
205	-0.0054795
206	-0.04
207	-0.029851
208	0
209	0.031008
210	0.0224
211	-0.12281
212	0.03352
213	-0.03125
214	0.081967
215	-0.043876
216	-0.011905
217	-0.015326
218	0.0065789
219	0.00091408
220	0.014286
221	0.0041667
222	0.004902
223	-0.0030675
224	-0.0068776
225	0.023121
226	-0.004902
227	-0.002584
228	-0.0085227
229	-0.04
230	-0.015075
231	0.010695
232	0.012195
233	0.0049917
234	-0.04
235	0.0083799
236	-0.0054348
237	0.0082645
238	0.011173
239	0.010969
240	0.015924
241	0.0059318
242	0.0032814
243	0
244	0.01005
245	0
246	-0.010417
247	0.0096712
248	0.0073529
249	0.02
250	-0.013986
251	-0.0067265
252	0.029851
253	0.014706
254	-0.0031712
255	-0.10145
256	0.02
257	0
258	0.052326
259	0.017544
260	-0.010989
261	0.0024691
262	0
263	0
264	-0.0087977
265	0.0098039
266	-0.0076628
267	0.035912
268	0
269	0.014085
270	0.027972
271	0.0058997
272	0.055556
273	-0.072581
274	-0.010101
275	0.008547
276	0
277	-0.0045045
278	-0.021186
279	-0.0071942
280	0.016181
281	-0.05618
282	0.0045455
283	-0.043478
284	0.021368
285	0.027559
286	0.0043478
287	-0.021008
288	0.044118
289	-0.0087912
290	0
291	-0.0051813
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	-0.031056
301	-0.015038
302	-0.038961
303	0.014327
304	0.016807
305	-0.1
306	0
307	0
308	0
309	0
310	-0.020833
311	0
312	0
313	0
314	0
315	0
316	0
317	-0.0071048
318	-0.016787
319	0.01
320	0
321	0
322	0
323	0.029851
324	0.0094787
325	0
326	0
327	0.051471
328	0.0049505
329	-0.015748
330	0.017442
331	0.0070922
332	0.0085106
333	0.017937
334	0
335	0.0050251
336	0.0039216
337	0.0051813
338	0.0090909
339	0
340	0
341	0
342	0
343	0.0040486
344	0
345	0.0052817
346	0.0035211
347	-0.012121
348	0
349	0.028369
350	0.021277
351	0.011765
352	0
353	-0.055838
354	0.055249
355	0.0025445
356	0.0092593
357	0.0059172
358	0.069444
359	-0.0090909
360	-0.036364
361	0.0067114
362	0
363	0.039216
364	0.02
365	0.016
366	0.016393
367	0.014286
368	0.029851
369	-0.0041494
370	-0.0041841
371	0.014286
372	0.027027
373	0.0090498
374	-0.0080645
375	0.042254
376	-0.022059
377	0.0064412
378	0.02521
379	-0.002805
380	0.0043668
381	-0.0041494
382	0
383	0.019231
384	0
385	0.0013298
