LA	subnetwork	OD	with	preload									
5731	71	21	2.6	0.05	0	3600	1	0	0	0	0	1	1
5732	71	22	1.3	0.05	0	3600	1	0	0	0	0	1	1
5733	71	134	0.8	0.05	0	3600	1	0	0	0	0	1	1
5734	71	24	0.4	0.05	0	3600	1	0	0	0	0	1	1
5735	71	25	0.9	0.05	0	3600	1	0	0	0	0	1	1
5736	71	26	0.5	0.05	0	3600	1	0	0	0	0	1	1
5737	71	28	0.5	0.05	0	3600	1	0	0	0	0	1	1
5738	71	30	1.2	0.05	0	3600	1	0	0	0	0	1	1
5739	71	31	0.3	0.05	0	3600	1	0	0	0	0	1	1
5740	71	33	4.3	0.05	0	3600	1	0	0	0	0	1	1
5741	71	35	10.4	0.05	0	3600	1	0	0	0	0	1	1
5742	71	36	1	0.05	0	3600	1	0	0	0	0	1	1
5743	71	37	0.1	0.05	0	3600	1	0	0	0	0	1	1
5744	71	38	0.5	0.05	0	3600	1	0	0	0	0	1	1
5745	71	39	0.4	0.05	0	3600	1	0	0	0	0	1	1
5746	71	43	0.7	0.05	0	3600	1	0	0	0	0	1	1
5747	71	47	0.9	0.05	0	3600	1	0	0	0	0	1	1
5748	71	48	5.2	0.05	0	3600	1	0	0	0	0	1	1
5749	71	49	1.1	0.05	0	3600	1	0	0	0	0	1	1
5750	71	53	11.8	0.05	0	3600	1	0	0	0	0	1	1
5751	71	54	1.3	0.05	0	3600	1	0	0	0	0	1	1
5752	71	60	6.1	0.05	0	3600	1	0	0	0	0	1	1
5753	71	61	13.1	0.05	0	3600	1	0	0	0	0	1	1
5754	71	62	5.8	0.05	0	3600	1	0	0	0	0	1	1
5755	71	64	7.8	0.05	0	3600	1	0	0	0	0	1	1
5756	71	66	30.2	0.05	0	3600	1	0	0	0	0	1	1
5757	71	67	1.4	0.05	0	3600	1	0	0	0	0	1	1
5758	71	69	8.4	0.05	0	3600	1	0	0	0	0	1	1
5759	71	70	8.4	0.05	0	3600	1	0	0	0	0	1	1
5760	71	75	11.8	0.05	0	3600	1	0	0	0	0	1	1
5761	71	80	11.8	0.05	0	3600	1	0	0	0	0	1	1
5762	71	81	8.1	0.05	0	3600	1	0	0	0	0	1	1
5763	71	83	5.6	0.05	0	3600	1	0	0	0	0	1	1
5764	71	85	5.2	0.05	0	3600	1	0	0	0	0	1	1
5765	71	86	3.8	0.05	0	3600	1	0	0	0	0	1	1
5766	71	87	9.3	0.05	0	3600	1	0	0	0	0	1	1
5767	71	89	2.4	0.05	0	3600	1	0	0	0	0	1	1
5768	71	91	0.5	0.05	0	3600	1	0	0	0	0	1	1
5769	71	93	0.5	0.05	0	3600	1	0	0	0	0	1	1
5770	71	94	3.8	0.05	0	3600	1	0	0	0	0	1	1
5771	71	95	4.3	0.05	0	3600	1	0	0	0	0	1	1
5772	71	96	0.2	0.05	0	3600	1	0	0	0	0	1	1
5773	71	97	0.2	0.05	0	3600	1	0	0	0	0	1	1
5774	71	99	0.7	0.05	0	3600	1	0	0	0	0	1	1
5775	71	100	0.4	0.05	0	3600	1	0	0	0	0	1	1
5776	71	103	0.1	0.05	0	3600	1	0	0	0	0	1	1
5777	71	104	11.9	0.05	0	3600	1	0	0	0	0	1	1
5778	71	105	0.5	0.05	0	3600	1	0	0	0	0	1	1
5779	71	106	6.9	0.05	0	3600	1	0	0	0	0	1	1
5780	71	107	0.1	0.05	0	3600	1	0	0	0	0	1	1
5781	71	108	9.6	0.05	0	3600	1	0	0	0	0	1	1
5782	71	109	0.5	0.05	0	3600	1	0	0	0	0	1	1
5783	71	110	4.1	0.05	0	3600	1	0	0	0	0	1	1
5784	71	111	0.3	0.05	0	3600	1	0	0	0	0	1	1
5785	71	112	0.3	0.05	0	3600	1	0	0	0	0	1	1
5786	71	113	0.1	0.05	0	3600	1	0	0	0	0	1	1
5787	71	115	4.2	0.05	0	3600	1	0	0	0	0	1	1
5788	71	116	5.3	0.05	0	3600	1	0	0	0	0	1	1
5789	71	117	9.2	0.05	0	3600	1	0	0	0	0	1	1
5790	71	118	4.9	0.05	0	3600	1	0	0	0	0	1	1
5791	71	119	5.3	0.05	0	3600	1	0	0	0	0	1	1
5792	71	120	13	0.05	0	3600	1	0	0	0	0	1	1
5793	71	140	2.3	0.05	0	3600	1	0	0	0	0	1	1
5794	71	121	9.7	0.05	0	3600	1	0	0	0	0	1	1
5795	71	122	7.3	0.05	0	3600	1	0	0	0	0	1	1
5796	71	123	7.9	0.05	0	3600	1	0	0	0	0	1	1
5797	71	124	6.5	0.05	0	3600	1	0	0	0	0	1	1
5798	71	126	8.9	0.05	0	3600	1	0	0	0	0	1	1
5799	71	127	6.5	0.05	0	3600	1	0	0	0	0	1	1
5800	71	128	7.3	0.05	0	3600	1	0	0	0	0	1	1
5801	71	143	6.1	0.05	0	3600	1	0	0	0	0	1	1
5802	71	130	10.5	0.05	0	3600	1	0	0	0	0	1	1
5803	136	37	22.9	0.05	0	3600	1	0	0	0	0	1	1
5804	72	3	0.2	0.05	0	3600	1	0	0	0	0	1	1
5805	72	5	1.8	0.05	0	3600	1	0	0	0	0	1	1
5806	72	6	0.6	0.05	0	3600	1	0	0	0	0	1	1
5807	72	7	0.2	0.05	0	3600	1	0	0	0	0	1	1
5808	72	9	0.1	0.05	0	3600	1	0	0	0	0	1	1
5809	72	8	0.6	0.05	0	3600	1	0	0	0	0	1	1
5810	72	11	0.2	0.05	0	3600	1	0	0	0	0	1	1
5811	72	12	50.1	0.05	0	3600	1	0	0	0	0	1	1
5812	72	14	0.5	0.05	0	3600	1	0	0	0	0	1	1
5813	72	17	0.1	0.05	0	3600	1	0	0	0	0	1	1
5814	72	132	20.4	0.05	0	3600	1	0	0	0	0	1	1
5815	72	18	1.8	0.05	0	3600	1	0	0	0	0	1	1
5816	72	19	1.4	0.05	0	3600	1	0	0	0	0	1	1
5817	72	20	2.6	0.05	0	3600	1	0	0	0	0	1	1
5818	72	21	7.5	0.05	0	3600	1	0	0	0	0	1	1
5819	72	22	5.6	0.05	0	3600	1	0	0	0	0	1	1
5820	72	134	0.6	0.05	0	3600	1	0	0	0	0	1	1
5821	72	23	3.8	0.05	0	3600	1	0	0	0	0	1	1
5822	72	24	1.8	0.05	0	3600	1	0	0	0	0	1	1
5823	72	25	3.7	0.05	0	3600	1	0	0	0	0	1	1
5824	72	26	1	0.05	0	3600	1	0	0	0	0	1	1
5825	72	27	3.6	0.05	0	3600	1	0	0	0	0	1	1
5826	72	28	1	0.05	0	3600	1	0	0	0	0	1	1
5827	72	29	1.8	0.05	0	3600	1	0	0	0	0	1	1
5828	72	30	2.9	0.05	0	3600	1	0	0	0	0	1	1
5829	72	31	1.1	0.05	0	3600	1	0	0	0	0	1	1
5830	72	32	1.8	0.05	0	3600	1	0	0	0	0	1	1
5831	72	33	5.1	0.05	0	3600	1	0	0	0	0	1	1
5832	72	34	2.5	0.05	0	3600	1	0	0	0	0	1	1
5833	72	35	6.3	0.05	0	3600	1	0	0	0	0	1	1
5834	72	36	0.9	0.05	0	3600	1	0	0	0	0	1	1
5835	72	38	1.8	0.05	0	3600	1	0	0	0	0	1	1
5836	72	39	1.3	0.05	0	3600	1	0	0	0	0	1	1
5837	72	40	2.8	0.05	0	3600	1	0	0	0	0	1	1
5838	72	41	3.9	0.05	0	3600	1	0	0	0	0	1	1
5839	72	42	2.2	0.05	0	3600	1	0	0	0	0	1	1
5840	72	45	2.1	0.05	0	3600	1	0	0	0	0	1	1
5841	72	46	7.2	0.05	0	3600	1	0	0	0	0	1	1
5842	72	47	4.6	0.05	0	3600	1	0	0	0	0	1	1
5843	72	48	0.1	0.05	0	3600	1	0	0	0	0	1	1
5844	72	50	4.5	0.05	0	3600	1	0	0	0	0	1	1
5845	72	137	136.4	0.05	0	3600	1	0	0	0	0	1	1
5846	72	51	3.9	0.05	0	3600	1	0	0	0	0	1	1
5847	72	52	8	0.05	0	3600	1	0	0	0	0	1	1
5848	72	53	2.3	0.05	0	3600	1	0	0	0	0	1	1
5849	72	54	5.2	0.05	0	3600	1	0	0	0	0	1	1
5850	72	56	5.9	0.05	0	3600	1	0	0	0	0	1	1
5851	72	57	13.4	0.05	0	3600	1	0	0	0	0	1	1
5852	72	58	3	0.05	0	3600	1	0	0	0	0	1	1
5853	72	59	26.3	0.05	0	3600	1	0	0	0	0	1	1
5854	72	60	5.2	0.05	0	3600	1	0	0	0	0	1	1
5855	72	61	2.9	0.05	0	3600	1	0	0	0	0	1	1
5856	72	62	1.5	0.05	0	3600	1	0	0	0	0	1	1
5857	72	63	25.2	0.05	0	3600	1	0	0	0	0	1	1
5858	72	64	5.7	0.05	0	3600	1	0	0	0	0	1	1
5859	72	65	6.5	0.05	0	3600	1	0	0	0	0	1	1
5860	72	66	6.2	0.05	0	3600	1	0	0	0	0	1	1
5861	72	67	0.7	0.05	0	3600	1	0	0	0	0	1	1
5862	72	68	35.5	0.05	0	3600	1	0	0	0	0	1	1
5863	72	69	3	0.05	0	3600	1	0	0	0	0	1	1
5864	72	70	3	0.05	0	3600	1	0	0	0	0	1	1
5865	72	71	5.1	0.05	0	3600	1	0	0	0	0	1	1
5866	72	74	11.3	0.05	0	3600	1	0	0	0	0	1	1
5867	72	75	8.4	0.05	0	3600	1	0	0	0	0	1	1
5868	72	76	22.3	0.05	0	3600	1	0	0	0	0	1	1
5869	72	77	11.3	0.05	0	3600	1	0	0	0	0	1	1
5870	72	78	12	0.05	0	3600	1	0	0	0	0	1	1
5871	72	79	4	0.05	0	3600	1	0	0	0	0	1	1
5872	72	80	8.4	0.05	0	3600	1	0	0	0	0	1	1
5873	72	81	13.4	0.05	0	3600	1	0	0	0	0	1	1
5874	72	82	27.7	0.05	0	3600	1	0	0	0	0	1	1
5875	72	83	6.1	0.05	0	3600	1	0	0	0	0	1	1
5876	72	85	12.4	0.05	0	3600	1	0	0	0	0	1	1
5877	72	86	1.9	0.05	0	3600	1	0	0	0	0	1	1
5878	72	87	4.6	0.05	0	3600	1	0	0	0	0	1	1
5879	72	88	37.2	0.05	0	3600	1	0	0	0	0	1	1
5880	72	89	37.2	0.05	0	3600	1	0	0	0	0	1	1
5881	72	90	4.6	0.05	0	3600	1	0	0	0	0	1	1
5882	72	140	384.1	0.05	0	3600	1	0	0	0	0	1	1
5883	72	91	5.4	0.05	0	3600	1	0	0	0	0	1	1
5884	72	92	44.5	0.05	0	3600	1	0	0	0	0	1	1
5885	72	93	5.4	0.05	0	3600	1	0	0	0	0	1	1
5886	72	94	1.9	0.05	0	3600	1	0	0	0	0	1	1
5887	72	95	39.4	0.05	0	3600	1	0	0	0	0	1	1
5888	72	96	3.9	0.05	0	3600	1	0	0	0	0	1	1
5889	72	97	3.9	0.05	0	3600	1	0	0	0	0	1	1
5890	72	98	0.1	0.05	0	3600	1	0	0	0	0	1	1
5891	72	99	0.8	0.05	0	3600	1	0	0	0	0	1	1
5892	72	100	2.8	0.05	0	3600	1	0	0	0	0	1	1
5893	72	102	1.5	0.05	0	3600	1	0	0	0	0	1	1
5894	72	103	2.4	0.05	0	3600	1	0	0	0	0	1	1
5895	72	104	17.7	0.05	0	3600	1	0	0	0	0	1	1
5896	72	105	5.7	0.05	0	3600	1	0	0	0	0	1	1
5897	72	106	9	0.05	0	3600	1	0	0	0	0	1	1
5898	72	107	0.1	0.05	0	3600	1	0	0	0	0	1	1
5899	72	108	15.2	0.05	0	3600	1	0	0	0	0	1	1
5900	72	109	5.7	0.05	0	3600	1	0	0	0	0	1	1
5901	72	110	9.3	0.05	0	3600	1	0	0	0	0	1	1
5902	72	111	2.1	0.05	0	3600	1	0	0	0	0	1	1
5903	72	112	2.1	0.05	0	3600	1	0	0	0	0	1	1
5904	72	113	2.1	0.05	0	3600	1	0	0	0	0	1	1
5905	72	114	1.5	0.05	0	3600	1	0	0	0	0	1	1
5906	72	115	114.2	0.05	0	3600	1	0	0	0	0	1	1
5907	72	116	5.9	0.05	0	3600	1	0	0	0	0	1	1
5908	72	143	15.7	0.05	0	3600	1	0	0	0	0	1	1
5909	72	118	5.5	0.05	0	3600	1	0	0	0	0	1	1
5910	72	119	5.9	0.05	0	3600	1	0	0	0	0	1	1
5911	72	122	8.2	0.05	0	3600	1	0	0	0	0	1	1
5912	72	123	8.8	0.05	0	3600	1	0	0	0	0	1	1
5913	72	124	7.3	0.05	0	3600	1	0	0	0	0	1	1
5914	72	126	11.6	0.05	0	3600	1	0	0	0	0	1	1
5915	72	127	7.3	0.05	0	3600	1	0	0	0	0	1	1
5916	72	128	8.2	0.05	0	3600	1	0	0	0	0	1	1
5917	72	130	12.8	0.05	0	3600	1	0	0	0	0	1	1
5918	73	3	0.9	0.05	0	3600	1	0	0	0	0	1	1
5919	73	5	2.3	0.05	0	3600	1	0	0	0	0	1	1
5920	73	6	1.9	0.05	0	3600	1	0	0	0	0	1	1
5921	73	8	1.7	0.05	0	3600	1	0	0	0	0	1	1
5922	73	12	36	0.05	0	3600	1	0	0	0	0	1	1
5923	73	14	1.6	0.05	0	3600	1	0	0	0	0	1	1
5924	73	18	2.3	0.05	0	3600	1	0	0	0	0	1	1
5925	73	132	8.9	0.05	0	3600	1	0	0	0	0	1	1
5926	73	19	0.8	0.05	0	3600	1	0	0	0	0	1	1
5927	73	20	1.6	0.05	0	3600	1	0	0	0	0	1	1
5928	73	21	7.5	0.05	0	3600	1	0	0	0	0	1	1
5929	73	22	5.6	0.05	0	3600	1	0	0	0	0	1	1
5930	73	134	0.2	0.05	0	3600	1	0	0	0	0	1	1
5931	73	23	3.8	0.05	0	3600	1	0	0	0	0	1	1
5932	73	24	1.8	0.05	0	3600	1	0	0	0	0	1	1
5933	73	25	3.7	0.05	0	3600	1	0	0	0	0	1	1
5934	73	26	1	0.05	0	3600	1	0	0	0	0	1	1
5935	73	27	3.6	0.05	0	3600	1	0	0	0	0	1	1
5936	73	28	1	0.05	0	3600	1	0	0	0	0	1	1
5937	73	29	1.8	0.05	0	3600	1	0	0	0	0	1	1
5938	73	30	2.9	0.05	0	3600	1	0	0	0	0	1	1
5939	73	31	1.1	0.05	0	3600	1	0	0	0	0	1	1
5940	73	32	1.8	0.05	0	3600	1	0	0	0	0	1	1
5941	73	33	2.4	0.05	0	3600	1	0	0	0	0	1	1
5942	73	34	2.5	0.05	0	3600	1	0	0	0	0	1	1
5943	73	35	3.3	0.05	0	3600	1	0	0	0	0	1	1
5944	73	36	0.1	0.05	0	3600	1	0	0	0	0	1	1
5945	73	38	1.8	0.05	0	3600	1	0	0	0	0	1	1
5946	73	39	1.3	0.05	0	3600	1	0	0	0	0	1	1
5947	73	40	2.8	0.05	0	3600	1	0	0	0	0	1	1
5948	73	41	3.9	0.05	0	3600	1	0	0	0	0	1	1
5949	73	42	2.2	0.05	0	3600	1	0	0	0	0	1	1
5950	73	45	2.1	0.05	0	3600	1	0	0	0	0	1	1
5951	73	46	7.2	0.05	0	3600	1	0	0	0	0	1	1
5952	73	47	3.8	0.05	0	3600	1	0	0	0	0	1	1
5953	73	137	46.3	0.05	0	3600	1	0	0	0	0	1	1
5954	73	50	4.5	0.05	0	3600	1	0	0	0	0	1	1
5955	73	51	3.9	0.05	0	3600	1	0	0	0	0	1	1
5956	73	52	8	0.05	0	3600	1	0	0	0	0	1	1
5957	73	54	4.3	0.05	0	3600	1	0	0	0	0	1	1
5958	73	56	5.9	0.05	0	3600	1	0	0	0	0	1	1
5959	73	57	13.4	0.05	0	3600	1	0	0	0	0	1	1
5960	73	58	3	0.05	0	3600	1	0	0	0	0	1	1
5961	73	59	26.3	0.05	0	3600	1	0	0	0	0	1	1
5962	73	60	4.3	0.05	0	3600	1	0	0	0	0	1	1
5963	73	63	25.2	0.05	0	3600	1	0	0	0	0	1	1
5964	73	64	4.8	0.05	0	3600	1	0	0	0	0	1	1
5965	73	65	6.5	0.05	0	3600	1	0	0	0	0	1	1
5966	73	68	35.5	0.05	0	3600	1	0	0	0	0	1	1
5967	73	74	11.3	0.05	0	3600	1	0	0	0	0	1	1
5968	73	76	22.3	0.05	0	3600	1	0	0	0	0	1	1
5969	73	77	11.3	0.05	0	3600	1	0	0	0	0	1	1
5970	73	78	12	0.05	0	3600	1	0	0	0	0	1	1
5971	73	79	4	0.05	0	3600	1	0	0	0	0	1	1
5972	73	80	8.7	0.05	0	3600	1	0	0	0	0	1	1
5973	73	81	13.4	0.05	0	3600	1	0	0	0	0	1	1
5974	73	82	9.4	0.05	0	3600	1	0	0	0	0	1	1
5975	73	85	12.4	0.05	0	3600	1	0	0	0	0	1	1
5976	73	86	1.9	0.05	0	3600	1	0	0	0	0	1	1
5977	73	87	112.8	0.05	0	3600	1	0	0	0	0	1	1
5978	73	88	15.2	0.05	0	3600	1	0	0	0	0	1	1
5979	73	89	15.2	0.05	0	3600	1	0	0	0	0	1	1
5980	73	90	4.6	0.05	0	3600	1	0	0	0	0	1	1
5981	73	140	197	0.05	0	3600	1	0	0	0	0	1	1
5982	73	91	5.4	0.05	0	3600	1	0	0	0	0	1	1
5983	73	92	22.5	0.05	0	3600	1	0	0	0	0	1	1
5984	73	93	5.4	0.05	0	3600	1	0	0	0	0	1	1
5985	73	94	1.9	0.05	0	3600	1	0	0	0	0	1	1
5986	73	95	39.4	0.05	0	3600	1	0	0	0	0	1	1
5987	73	96	3.9	0.05	0	3600	1	0	0	0	0	1	1
5988	73	97	3.9	0.05	0	3600	1	0	0	0	0	1	1
5989	73	100	2.8	0.05	0	3600	1	0	0	0	0	1	1
5990	73	102	1.5	0.05	0	3600	1	0	0	0	0	1	1
5991	73	103	2.4	0.05	0	3600	1	0	0	0	0	1	1
5992	73	104	4.1	0.05	0	3600	1	0	0	0	0	1	1
5993	73	105	5.7	0.05	0	3600	1	0	0	0	0	1	1
5994	73	106	0.7	0.05	0	3600	1	0	0	0	0	1	1
5995	73	108	2.9	0.05	0	3600	1	0	0	0	0	1	1
5996	73	109	5.7	0.05	0	3600	1	0	0	0	0	1	1
5997	73	110	9.3	0.05	0	3600	1	0	0	0	0	1	1
5998	73	111	9	0.05	0	3600	1	0	0	0	0	1	1
5999	73	112	9	0.05	0	3600	1	0	0	0	0	1	1
6000	73	113	1.3	0.05	0	3600	1	0	0	0	0	1	1
6001	73	114	0.8	0.05	0	3600	1	0	0	0	0	1	1
6002	73	115	26.9	0.05	0	3600	1	0	0	0	0	1	1
6003	73	116	0.4	0.05	0	3600	1	0	0	0	0	1	1
6004	73	143	3.7	0.05	0	3600	1	0	0	0	0	1	1
6005	73	118	0.4	0.05	0	3600	1	0	0	0	0	1	1
6006	73	119	0.4	0.05	0	3600	1	0	0	0	0	1	1
6007	73	122	2.1	0.05	0	3600	1	0	0	0	0	1	1
6008	73	123	2.5	0.05	0	3600	1	0	0	0	0	1	1
6009	73	124	1.7	0.05	0	3600	1	0	0	0	0	1	1
6010	73	126	6.1	0.05	0	3600	1	0	0	0	0	1	1
6011	73	127	1.7	0.05	0	3600	1	0	0	0	0	1	1
6012	73	128	2.1	0.05	0	3600	1	0	0	0	0	1	1
6013	73	130	4.7	0.05	0	3600	1	0	0	0	0	1	1
6014	74	3	0.2	0.05	0	3600	1	0	0	0	0	1	1
6015	74	5	0.7	0.05	0	3600	1	0	0	0	0	1	1
6016	74	6	0.5	0.05	0	3600	1	0	0	0	0	1	1
6017	74	8	0.4	0.05	0	3600	1	0	0	0	0	1	1
6018	74	12	29.8	0.05	0	3600	1	0	0	0	0	1	1
6019	74	14	0.6	0.05	0	3600	1	0	0	0	0	1	1
6020	74	18	0.7	0.05	0	3600	1	0	0	0	0	1	1
6021	74	20	0.1	0.05	0	3600	1	0	0	0	0	1	1
6022	74	21	2.1	0.05	0	3600	1	0	0	0	0	1	1
6023	74	22	1.6	0.05	0	3600	1	0	0	0	0	1	1
6024	74	23	1.2	0.05	0	3600	1	0	0	0	0	1	1
6025	74	132	2.2	0.05	0	3600	1	0	0	0	0	1	1
6026	74	24	0.5	0.05	0	3600	1	0	0	0	0	1	1
6027	74	25	1	0.05	0	3600	1	0	0	0	0	1	1
6028	74	26	0.2	0.05	0	3600	1	0	0	0	0	1	1
6029	74	27	1	0.05	0	3600	1	0	0	0	0	1	1
6030	74	28	0.2	0.05	0	3600	1	0	0	0	0	1	1
6031	74	29	0.5	0.05	0	3600	1	0	0	0	0	1	1
6032	74	30	0.8	0.05	0	3600	1	0	0	0	0	1	1
6033	74	31	0.3	0.05	0	3600	1	0	0	0	0	1	1
6034	74	32	0.5	0.05	0	3600	1	0	0	0	0	1	1
6035	74	33	0.1	0.05	0	3600	1	0	0	0	0	1	1
6036	74	34	0.7	0.05	0	3600	1	0	0	0	0	1	1
6037	74	35	0.3	0.05	0	3600	1	0	0	0	0	1	1
6038	74	38	0.5	0.05	0	3600	1	0	0	0	0	1	1
6039	74	39	0.3	0.05	0	3600	1	0	0	0	0	1	1
6040	74	40	0.7	0.05	0	3600	1	0	0	0	0	1	1
6041	74	41	1	0.05	0	3600	1	0	0	0	0	1	1
6042	74	42	0.5	0.05	0	3600	1	0	0	0	0	1	1
6043	74	45	0.6	0.05	0	3600	1	0	0	0	0	1	1
6044	74	46	2.3	0.05	0	3600	1	0	0	0	0	1	1
6045	74	47	0.8	0.05	0	3600	1	0	0	0	0	1	1
6046	74	137	17.9	0.05	0	3600	1	0	0	0	0	1	1
6047	74	50	1.2	0.05	0	3600	1	0	0	0	0	1	1
6048	74	51	1	0.05	0	3600	1	0	0	0	0	1	1
6049	74	52	2.2	0.05	0	3600	1	0	0	0	0	1	1
6050	74	54	0.9	0.05	0	3600	1	0	0	0	0	1	1
6051	74	56	1.4	0.05	0	3600	1	0	0	0	0	1	1
6052	74	57	3	0.05	0	3600	1	0	0	0	0	1	1
6053	74	58	0.8	0.05	0	3600	1	0	0	0	0	1	1
6054	74	59	4.5	0.05	0	3600	1	0	0	0	0	1	1
6055	74	60	0.9	0.05	0	3600	1	0	0	0	0	1	1
6056	74	63	7.2	0.05	0	3600	1	0	0	0	0	1	1
6057	74	64	1	0.05	0	3600	1	0	0	0	0	1	1
6058	74	65	3.6	0.05	0	3600	1	0	0	0	0	1	1
6059	74	68	6.5	0.05	0	3600	1	0	0	0	0	1	1
6060	74	72	11.5	0.05	0	3600	1	0	0	0	0	1	1
6061	74	73	11.5	0.05	0	3600	1	0	0	0	0	1	1
6062	74	76	7.6	0.05	0	3600	1	0	0	0	0	1	1
6063	74	78	9	0.05	0	3600	1	0	0	0	0	1	1
6064	74	79	3.1	0.05	0	3600	1	0	0	0	0	1	1
6065	74	81	4	0.05	0	3600	1	0	0	0	0	1	1
6066	74	82	7.4	0.05	0	3600	1	0	0	0	0	1	1
6067	74	85	4.1	0.05	0	3600	1	0	0	0	0	1	1
6068	74	86	0.9	0.05	0	3600	1	0	0	0	0	1	1
6069	74	87	100.2	0.05	0	3600	1	0	0	0	0	1	1
6070	74	88	10.6	0.05	0	3600	1	0	0	0	0	1	1
6071	74	89	10.6	0.05	0	3600	1	0	0	0	0	1	1
6072	74	90	2.4	0.05	0	3600	1	0	0	0	0	1	1
6073	74	140	107.8	0.05	0	3600	1	0	0	0	0	1	1
6074	74	91	2.6	0.05	0	3600	1	0	0	0	0	1	1
6075	74	92	11.6	0.05	0	3600	1	0	0	0	0	1	1
6076	74	93	2.6	0.05	0	3600	1	0	0	0	0	1	1
6077	74	94	0.9	0.05	0	3600	1	0	0	0	0	1	1
6078	74	95	21.8	0.05	0	3600	1	0	0	0	0	1	1
6079	74	96	1.8	0.05	0	3600	1	0	0	0	0	1	1
6080	74	97	1.8	0.05	0	3600	1	0	0	0	0	1	1
6081	74	100	1.1	0.05	0	3600	1	0	0	0	0	1	1
6082	74	102	0.6	0.05	0	3600	1	0	0	0	0	1	1
6083	74	103	0.9	0.05	0	3600	1	0	0	0	0	1	1
6084	74	104	0.7	0.05	0	3600	1	0	0	0	0	1	1
6085	74	105	2.4	0.05	0	3600	1	0	0	0	0	1	1
6086	74	108	0.3	0.05	0	3600	1	0	0	0	0	1	1
6087	74	109	2.4	0.05	0	3600	1	0	0	0	0	1	1
6088	74	110	3.8	0.05	0	3600	1	0	0	0	0	1	1
6089	74	111	6	0.05	0	3600	1	0	0	0	0	1	1
6090	74	112	6	0.05	0	3600	1	0	0	0	0	1	1
6091	74	113	0.3	0.05	0	3600	1	0	0	0	0	1	1
6092	74	114	0.2	0.05	0	3600	1	0	0	0	0	1	1
6093	74	115	20.3	0.05	0	3600	1	0	0	0	0	1	1
6094	74	116	0.1	0.05	0	3600	1	0	0	0	0	1	1
6095	74	118	0.1	0.05	0	3600	1	0	0	0	0	1	1
6096	74	119	0.1	0.05	0	3600	1	0	0	0	0	1	1
6097	74	122	1.4	0.05	0	3600	1	0	0	0	0	1	1
6098	74	123	1.5	0.05	0	3600	1	0	0	0	0	1	1
6099	74	124	1.1	0.05	0	3600	1	0	0	0	0	1	1
6100	74	126	3.1	0.05	0	3600	1	0	0	0	0	1	1
6101	74	127	1.1	0.05	0	3600	1	0	0	0	0	1	1
6102	74	128	1.4	0.05	0	3600	1	0	0	0	0	1	1
6103	74	143	1.7	0.05	0	3600	1	0	0	0	0	1	1
6104	74	130	2.6	0.05	0	3600	1	0	0	0	0	1	1
6105	75	5	0.2	0.05	0	3600	1	0	0	0	0	1	1
6106	75	6	0.1	0.05	0	3600	1	0	0	0	0	1	1
6107	75	8	0.1	0.05	0	3600	1	0	0	0	0	1	1
6108	75	12	47.6	0.05	0	3600	1	0	0	0	0	1	1
6109	75	18	0.1	0.05	0	3600	1	0	0	0	0	1	1
6110	75	132	11.1	0.05	0	3600	1	0	0	0	0	1	1
6111	75	19	1.5	0.05	0	3600	1	0	0	0	0	1	1
6112	75	20	2.6	0.05	0	3600	1	0	0	0	0	1	1
6113	75	21	3	0.05	0	3600	1	0	0	0	0	1	1
6114	75	22	1.7	0.05	0	3600	1	0	0	0	0	1	1
6115	75	134	0.7	0.05	0	3600	1	0	0	0	0	1	1
6116	75	24	0.4	0.05	0	3600	1	0	0	0	0	1	1
6117	75	25	1.1	0.05	0	3600	1	0	0	0	0	1	1
6118	75	26	0.6	0.05	0	3600	1	0	0	0	0	1	1
6119	75	28	0.6	0.05	0	3600	1	0	0	0	0	1	1
6120	75	30	1.3	0.05	0	3600	1	0	0	0	0	1	1
6121	75	31	0.3	0.05	0	3600	1	0	0	0	0	1	1
6122	75	33	4.7	0.05	0	3600	1	0	0	0	0	1	1
6123	75	35	7.9	0.05	0	3600	1	0	0	0	0	1	1
6124	75	36	0.9	0.05	0	3600	1	0	0	0	0	1	1
6125	75	38	0.6	0.05	0	3600	1	0	0	0	0	1	1
6126	75	39	0.5	0.05	0	3600	1	0	0	0	0	1	1
6127	75	43	0.1	0.05	0	3600	1	0	0	0	0	1	1
6128	75	47	0.8	0.05	0	3600	1	0	0	0	0	1	1
6129	75	48	0.7	0.05	0	3600	1	0	0	0	0	1	1
6130	75	49	0.1	0.05	0	3600	1	0	0	0	0	1	1
6131	75	53	4	0.05	0	3600	1	0	0	0	0	1	1
6132	75	54	0.9	0.05	0	3600	1	0	0	0	0	1	1
6133	75	60	5.3	0.05	0	3600	1	0	0	0	0	1	1
6134	75	61	4.8	0.05	0	3600	1	0	0	0	0	1	1
6135	75	62	2.6	0.05	0	3600	1	0	0	0	0	1	1
6136	75	64	7.2	0.05	0	3600	1	0	0	0	0	1	1
6137	75	66	16.5	0.05	0	3600	1	0	0	0	0	1	1
6138	75	67	2	0.05	0	3600	1	0	0	0	0	1	1
6139	75	68	2.1	0.05	0	3600	1	0	0	0	0	1	1
6140	75	69	9.2	0.05	0	3600	1	0	0	0	0	1	1
6141	75	70	9.2	0.05	0	3600	1	0	0	0	0	1	1
6142	75	71	12.1	0.05	0	3600	1	0	0	0	0	1	1
6143	75	76	0.9	0.05	0	3600	1	0	0	0	0	1	1
